"id","name","brand","category","presentation","manufacturer_code","square_rows","square_tokens","square_original_names","identity_code","sources","evidence","reference_image","reference_sha256","source_image_url","image_review","video","video_review","batch"
"light-brigade","Light Brigade","Brothers","Cakes","42 shots","Unknown","541","GP4VTTYIGJ6FXPLM52AVKSEX","Light Bergade","687985245314","https://www.wincofireworks.com/product/light-brigade/ | https://www.wincofireworks.com/wp-content/uploads/2022/03/UPC-Excel-List_3.25.2022_r2.pdf | https://www.youtube.com/watch?v=eKDVVEhl6ss","Square code 687985245314 matches the current Winco supplier UPC after removing display hyphens. Original name 'Light Bergade', variant 'Regular', actual packaging and retail count were compared visually and against supplier packing; no retailer SKU equality alone is used.","docs/catalog/enrichment-2026-09/references/light-brigade-original.png","7b1d5f71a4e8a17f7ba44123dda0b8f0a75bbb2a52ab4a2c0889a6cce1f5367b","https://www.wincofireworks.com/wp-content/uploads/2025/08/light-brigade.png","Real supplier photo visually inspected: complete matching retail presentation and genuine alpha. No generated packaging, watermark, crop or redraw.","https://www.youtube.com/watch?v=eKDVVEhl6ss","Reviewed exact product/model and presentation against the approved source page, indexed demo information and YouTube oEmbed metadata. Not a general search link or different package. Full playback of every video was not performed.","2026-09-24-supplier-3"
"m150-red-12-pack","M-150 Red Salute","Black Cat","Firecrackers","12 firecrackers","Unknown","553","X7P67M6U25SNAVKSLJSSR6XU","M-150BlackCat 12 ct.   BOGO $6.00 TOTAL","715244001170","https://www.wincofireworks.com/product/m-150-red-salute/ | https://www.wincofireworks.com/wp-content/uploads/2022/03/UPC-Excel-List_3.25.2022_r2.pdf","Square code 715244001170 matches the current Winco supplier UPC after removing display hyphens. Original name 'M-150BlackCat 12 ct.   BOGO $6.00 TOTAL', variant 'Regular', actual packaging and retail count were compared visually and against supplier packing; no retailer SKU equality alone is used.","docs/catalog/enrichment-2026-09/references/m150-red-12-pack-original.png","74c75dff343e1984d7ba3010009991e49cd059c9b04ef6a1dd0893ddf0ebbb56","https://www.wincofireworks.com/wp-content/uploads/2025/08/BC117-M-150-1.png","Real supplier photo visually inspected: complete matching retail presentation and genuine alpha. No generated packaging, watermark, crop or redraw.","","Product/model and simpler name/brand YouTube queries checked; no exact, sufficiently supported demonstration was approved. Optional field intentionally empty.","2026-09-24-supplier-3"
"m150-red-silver-36-pack","M-150 Red/Silver Salute","Black Cat","Firecrackers","36 firecrackers","Unknown","561","MYGOS6NQDT54NB7PCTWKCZ3Z","M150","715244001149","https://www.wincofireworks.com/product/m-150-red-silver-salute-assorted/ | https://www.wincofireworks.com/wp-content/uploads/2022/03/UPC-Excel-List_3.25.2022_r2.pdf","Square code 715244001149 matches the current Winco supplier UPC after removing display hyphens. Original name 'M150', variant 'Regular', actual packaging and retail count were compared visually and against supplier packing; no retailer SKU equality alone is used.","docs/catalog/enrichment-2026-09/references/m150-red-silver-36-pack-original.png","b53e3485770d7273c8fc58241576ce17180cf20e1214081ef7011b747de00a1d","https://www.wincofireworks.com/wp-content/uploads/2025/08/BC114-M-150-1.png","Real supplier photo visually inspected: complete matching retail presentation and genuine alpha. No generated packaging, watermark, crop or redraw.","","Product/model and simpler name/brand YouTube queries checked; no exact, sufficiently supported demonstration was approved. Optional field intentionally empty.","2026-09-24-supplier-3"
"magical-barrage-100","Magical Barrage","Black Cat","Cakes","100 shots","Unknown","573","ELISRVGSZLOV7VVRCNLZLY5O","Magical Garage 100 shot","715244064120","https://www.wincofireworks.com/product/magical-barrage/ | https://www.wincofireworks.com/wp-content/uploads/2022/03/UPC-Excel-List_3.25.2022_r2.pdf","Square code 715244064120 matches the current Winco supplier UPC after removing display hyphens. Original name 'Magical Garage 100 shot', variant 'Regular', actual packaging and retail count were compared visually and against supplier packing; no retailer SKU equality alone is used.","docs/catalog/enrichment-2026-09/references/magical-barrage-100-original.png","980c385bf5a9d4cef22ceaaa9f72c4c75319ef5100246ebbf5c061d59c9c7df8","https://www.wincofireworks.com/wp-content/uploads/2025/08/BC6412-Magical-Barrage.png","Real supplier photo visually inspected: complete matching retail presentation and genuine alpha. No generated packaging, watermark, crop or redraw.","","Product/model and simpler name/brand YouTube queries checked; no exact, sufficiently supported demonstration was approved. Optional field intentionally empty.","2026-09-24-supplier-3"
"neon-camo-smoke-4-pack","Neon Camo Smoke","Black Cat","Smoke","4 smoke tubes","Unknown","624","65SPR36TT4PVNGW7PZMKA67K","Neon Camo Smoke","715244007257","https://www.wincofireworks.com/product/neon-camo-smoke/ | https://www.wincofireworks.com/wp-content/uploads/2022/03/UPC-Excel-List_3.25.2022_r2.pdf","Square code 715244007257 matches the current Winco supplier UPC after removing display hyphens. Original name 'Neon Camo Smoke', variant 'Regular', actual packaging and retail count were compared visually and against supplier packing; no retailer SKU equality alone is used.","docs/catalog/enrichment-2026-09/references/neon-camo-smoke-4-pack-original.png","f0e1c7d865572be395f706f4500795bd233a959c24cfa9880a29cef47fb55591","https://www.wincofireworks.com/wp-content/uploads/2025/08/Neon-Camo-Smoke.png","Real supplier photo visually inspected: complete matching retail presentation and genuine alpha. No generated packaging, watermark, crop or redraw.","","Product/model and simpler name/brand YouTube queries checked; no exact, sufficiently supported demonstration was approved. Optional field intentionally empty.","2026-09-24-supplier-3"
"outlaw-justice","Outlaw Justice","Fox","Cakes","500 gram · 36 shots","Unknown","658","RJI3L3ZOH6A34DOCTHDC2W66","Outlaw Justice","514677060194","https://www.wincofireworks.com/product/outlaw-justice/ | https://www.wincofireworks.com/wp-content/uploads/2022/03/UPC-Excel-List_3.25.2022_r2.pdf | https://glowfireworks.com/retailers/catalog/","Square code 514677060194 matches the current Winco supplier UPC after removing display hyphens. Original name 'Outlaw Justice', variant 'Regular', actual packaging and retail count were compared visually and against supplier packing; no retailer SKU equality alone is used.","docs/catalog/enrichment-2026-09/references/outlaw-justice-original.png","96368a964b9f9253effcd56418912c8c4964b10c5ed1474c7aa0c2989f51b340","https://www.wincofireworks.com/wp-content/uploads/2025/08/Outlaw-Justice.png","Real supplier photo visually inspected: complete matching retail presentation and genuine alpha. No generated packaging, watermark, crop or redraw.","","Product/model and simpler name/brand YouTube queries checked; no exact, sufficiently supported demonstration was approved. Optional field intentionally empty.","2026-09-24-supplier-3"
"packin-purple","Packin' Purple","Black Cat","Fountains","Fountain","Unknown","659","35NAPEUSRBXWA6VJOXXS2P2K","Pakin` Purple Fountain","715244021994","https://www.wincofireworks.com/product/packin-purple/ | https://www.wincofireworks.com/wp-content/uploads/2022/03/UPC-Excel-List_3.25.2022_r2.pdf","Square code 715244021994 matches the current Winco supplier UPC after removing display hyphens. Original name 'Pakin` Purple Fountain', variant 'Regular', actual packaging and retail count were compared visually and against supplier packing; no retailer SKU equality alone is used.","docs/catalog/enrichment-2026-09/references/packin-purple-original.png","5786ac3f1a70b338afa4efddb63ce04e9bc216906b54176aa5d4efd750421c71","https://www.wincofireworks.com/wp-content/uploads/2025/08/Packin-Purple-2.png","Real supplier photo visually inspected: complete matching retail presentation and genuine alpha. No generated packaging, watermark, crop or redraw.","","Product/model and simpler name/brand YouTube queries checked; no exact, sufficiently supported demonstration was approved. Optional field intentionally empty.","2026-09-24-supplier-3"
"party-animal-assortment","Party Animal","Black Cat","Assortments","Assortment","Unknown","662 | 1040","OYYJWZFHABFVJ2I5GEN3BXNW | WD4UKVVQLK62VDXAMJEYHTDB","Party Animal Black Cat Assortment | party animal assortment pack","715244001200","https://www.wincofireworks.com/product/party-animal/ | https://www.wincofireworks.com/wp-content/uploads/2022/03/UPC-Excel-List_3.25.2022_r2.pdf","Square code 715244001200 matches the current Winco supplier UPC after removing display hyphens. Original name 'Party Animal Black Cat Assortment', variant 'Regular', actual packaging and retail count were compared visually and against supplier packing; no retailer SKU equality alone is used. Square rows 662 and 1040 have the identical UPC, regular variant and same named assortment; publish one stable product and retain both original rows.","docs/catalog/enrichment-2026-09/references/party-animal-assortment-original.png","9f1c0437da5cb9032c507153a3febfa61411ded42103f5fb75fc8819048fc7ff","https://www.wincofireworks.com/wp-content/uploads/2025/08/Party-Animal.png","Real supplier photo visually inspected: complete matching retail presentation and genuine alpha. No generated packaging, watermark, crop or redraw.","","Product/model and simpler name/brand YouTube queries checked; no exact, sufficiently supported demonstration was approved. Optional field intentionally empty.","2026-09-24-supplier-3"
"black-cat-party-pack-5","Party Pack #5","Black Cat","Assortments","Assortment","Unknown","665","LVDV62MTB2UNJZMKZAAKZHU4","Party Pack 5 Black Cat","715244000654","https://www.wincofireworks.com/product/party-pack-5/ | https://www.wincofireworks.com/wp-content/uploads/2022/03/UPC-Excel-List_3.25.2022_r2.pdf","Square code 715244000654 matches the current Winco supplier UPC after removing display hyphens. Original name 'Party Pack 5 Black Cat', variant 'Regular', actual packaging and retail count were compared visually and against supplier packing; no retailer SKU equality alone is used.","docs/catalog/enrichment-2026-09/references/black-cat-party-pack-5-original.png","816aa86f9c25cc96bae1e4cab86d0bf28279dcaba5695d8bca81a3151fa7169b","https://www.wincofireworks.com/wp-content/uploads/2020/10/Party-Pack-5-2026.png","Real supplier photo visually inspected: complete matching retail presentation and genuine alpha. No generated packaging, watermark, crop or redraw.","","Product/model and simpler name/brand YouTube queries checked; no exact, sufficiently supported demonstration was approved. Optional field intentionally empty.","2026-09-24-supplier-3"
"black-cat-party-pack-5-safe-sane","Party Pack #5 Safe and Sane","Black Cat","Assortments","Safe and sane assortment","Unknown","666","EYHLYQPZXEA34ZHLVD4GS3EJ","Party Pack 5 S And S","715244100651","https://www.wincofireworks.com/product/party-pack-5-safe-and-sane/ | https://www.wincofireworks.com/wp-content/uploads/2022/03/UPC-Excel-List_3.25.2022_r2.pdf","Square code 715244100651 matches the current Winco supplier UPC after removing display hyphens. Original name 'Party Pack 5 S And S', variant 'Regular', actual packaging and retail count were compared visually and against supplier packing; no retailer SKU equality alone is used.","docs/catalog/enrichment-2026-09/references/black-cat-party-pack-5-safe-sane-original.png","080361056ab1344493bfb0caa6aee08fe14a0e9b97257d28897fbe1eb7aa8732","https://www.wincofireworks.com/wp-content/uploads/2025/08/party-pack-5-safe-sane.png","Real supplier photo visually inspected: complete matching retail presentation and genuine alpha. No generated packaging, watermark, crop or redraw.","","Product/model and simpler name/brand YouTube queries checked; no exact, sufficiently supported demonstration was approved. Optional field intentionally empty.","2026-09-24-supplier-3"
"black-cat-party-pack-6","Party Pack #6","Black Cat","Assortments","Assortment","Unknown","667","Y4WMTYEVPETUZALRIL7GZSZ7","Party Pack 6 Black Cat","715244000456","https://www.wincofireworks.com/product/party-pack-6/ | https://www.wincofireworks.com/wp-content/uploads/2022/03/UPC-Excel-List_3.25.2022_r2.pdf","Square code 715244000456 matches the current Winco supplier UPC after removing display hyphens. Original name 'Party Pack 6 Black Cat', variant 'Regular', actual packaging and retail count were compared visually and against supplier packing; no retailer SKU equality alone is used.","docs/catalog/enrichment-2026-09/references/black-cat-party-pack-6-original.png","6747026a9ff514744dff8064f26ec7d8041467cb7e9e3f2121c493717983ade0","https://www.wincofireworks.com/wp-content/uploads/2020/10/Party-Pack-6-2026.png","Real supplier photo visually inspected: complete matching retail presentation and genuine alpha. No generated packaging, watermark, crop or redraw.","","Product/model and simpler name/brand YouTube queries checked; no exact, sufficiently supported demonstration was approved. Optional field intentionally empty.","2026-09-24-supplier-3"
"party-poppers-6-pack","Party Poppers","Black Cat","Novelties","6 party poppers","Unknown","668","RUDFKSIOWOO6EYLP2XIK2POM","Party Popper BOGO","715244034161","https://www.wincofireworks.com/product/party-popper-2/ | https://www.wincofireworks.com/wp-content/uploads/2022/03/UPC-Excel-List_3.25.2022_r2.pdf","Square code 715244034161 matches the current Winco supplier UPC after removing display hyphens. Original name 'Party Popper BOGO', variant 'Regular', actual packaging and retail count were compared visually and against supplier packing; no retailer SKU equality alone is used.","docs/catalog/enrichment-2026-09/references/party-poppers-6-pack-original.png","45715928de4aa4d73927bec58d440323744b0ae4b395141f446c56245a3a1153","https://www.wincofireworks.com/wp-content/uploads/2025/08/Party-Popper-BC-2.png","Real supplier photo visually inspected: complete matching retail presentation and genuine alpha. No generated packaging, watermark, crop or redraw.","","Product/model and simpler name/brand YouTube queries checked; no exact, sufficiently supported demonstration was approved. Optional field intentionally empty.","2026-09-24-supplier-3"
"doggie-doo-doo","Doggie Doo Doo","Unknown","Novelties","Novelty","Unknown","691","DJDD3CC7XZW5XMFZ5UOFKY3S","Pooping Dog","652009903457","https://www.wincofireworks.com/product/doggie-doo-doo/ | https://www.wincofireworks.com/wp-content/uploads/2022/03/UPC-Excel-List_3.25.2022_r2.pdf","Square code 652009903457 matches the current Winco supplier UPC after removing display hyphens. Original name 'Pooping Dog', variant 'Regular', actual packaging and retail count were compared visually and against supplier packing; no retailer SKU equality alone is used. The supplier identity is confirmed, but a separate consumer brand is not stated reliably; brand remains unset rather than inventing Winco as the brand.","docs/catalog/enrichment-2026-09/references/doggie-doo-doo-original.png","bf2eeb8b424848ac9be5f24123ca0ceb2826f5fee9b48986dcbed311349d42d6","https://www.wincofireworks.com/wp-content/uploads/2025/08/Doggie-doo-doo.png","Real supplier photo visually inspected: complete matching retail presentation and genuine alpha. No generated packaging, watermark, crop or redraw.","","Product/model and simpler name/brand YouTube queries checked; no exact, sufficiently supported demonstration was approved. Optional field intentionally empty.","2026-09-24-supplier-3"
"pride-and-honor-6","Pride and Honor #6","Black Cat","Assortments","Assortment","Unknown","700","BNUXKTUCJZD4IZ3NBI22JUGD","Pride And Honor","715244800032","https://www.wincofireworks.com/product/black-cat-pride-and-honor-6/ | https://www.wincofireworks.com/wp-content/uploads/2022/03/UPC-Excel-List_3.25.2022_r2.pdf","Square code 715244800032 matches the current Winco supplier UPC after removing display hyphens. Original name 'Pride And Honor', variant 'Regular', actual packaging and retail count were compared visually and against supplier packing; no retailer SKU equality alone is used.","docs/catalog/enrichment-2026-09/references/pride-and-honor-6-original.png","45b5ff813d15c9e19d106331244dd4c8d8ffeee926a2503fd0961ddd08c6a4c5","https://www.wincofireworks.com/wp-content/uploads/2020/10/Pride-and-Honor-2026.png","Real supplier photo visually inspected: complete matching retail presentation and genuine alpha. No generated packaging, watermark, crop or redraw.","","Product/model and simpler name/brand YouTube queries checked; no exact, sufficiently supported demonstration was approved. Optional field intentionally empty.","2026-09-24-supplier-3"
"princess-power-sword","Princess Power Sword","Unknown","Fountains","Pink sword fountain","Unknown","704","IJJCFG2L4D6373CWLT7PDNSV","Princess Power Sword Fountain- Pink","201606802214","https://www.wincofireworks.com/product/princess-sword/ | https://www.wincofireworks.com/wp-content/uploads/2022/03/UPC-Excel-List_3.25.2022_r2.pdf","Square code 201606802214 matches the current Winco supplier UPC after removing display hyphens. Original name 'Princess Power Sword Fountain- Pink', variant 'Regular', actual packaging and retail count were compared visually and against supplier packing; no retailer SKU equality alone is used. The supplier identity is confirmed, but a separate consumer brand is not stated reliably; brand remains unset rather than inventing Winco as the brand.","docs/catalog/enrichment-2026-09/references/princess-power-sword-original.png","b406ee3f43435b79e00b5e4e33b939fc8f6e0896c73a1140505a201b2b7a5296","https://www.wincofireworks.com/wp-content/uploads/2025/08/princess-sword.png","Real supplier photo visually inspected: complete matching retail presentation and genuine alpha. No generated packaging, watermark, crop or redraw.","","Product/model and simpler name/brand YouTube queries checked; no exact, sufficiently supported demonstration was approved. Optional field intentionally empty.","2026-09-24-supplier-3"
"pyro-city-safe-sane","Pyro City Safe and Sane","Unknown","Assortments","Safe and sane assortment","Unknown","720","XVGJDTRZN6G72H74OTSIEYPV","Pyro City","652009101112","https://www.wincofireworks.com/product/pyro-city-safe-and-sane/ | https://www.wincofireworks.com/wp-content/uploads/2022/03/UPC-Excel-List_3.25.2022_r2.pdf","Square code 652009101112 matches the current Winco supplier UPC after removing display hyphens. Original name 'Pyro City', variant 'Regular', actual packaging and retail count were compared visually and against supplier packing; no retailer SKU equality alone is used. The supplier identity is confirmed, but a separate consumer brand is not stated reliably; brand remains unset rather than inventing Winco as the brand.","docs/catalog/enrichment-2026-09/references/pyro-city-safe-sane-original.png","301081c92279755545d87765b589d346b4ee772f53a10e025ef080cbcf87a232","https://www.wincofireworks.com/wp-content/uploads/2025/08/pyro-city-safe-sane.png","Real supplier photo visually inspected: complete matching retail presentation and genuine alpha. No generated packaging, watermark, crop or redraw.","","Product/model and simpler name/brand YouTube queries checked; no exact, sufficiently supported demonstration was approved. Optional field intentionally empty.","2026-09-24-supplier-3"
"pyro-city-assortment","Pyro City","Unknown","Assortments","Assortment","Unknown","721","K3TMBZV5CNPFOAJ6D63VE66G","Pyro City 2","652009001115","https://www.wincofireworks.com/product/pyro-city/ | https://www.wincofireworks.com/wp-content/uploads/2022/03/UPC-Excel-List_3.25.2022_r2.pdf","Square code 652009001115 matches the current Winco supplier UPC after removing display hyphens. Original name 'Pyro City 2', variant 'Regular', actual packaging and retail count were compared visually and against supplier packing; no retailer SKU equality alone is used. The supplier identity is confirmed, but a separate consumer brand is not stated reliably; brand remains unset rather than inventing Winco as the brand.","docs/catalog/enrichment-2026-09/references/pyro-city-assortment-original.png","3c4e49521435657bee393c86830354782cff9aece2942c3a28dd266a0dd4d709","https://www.wincofireworks.com/wp-content/uploads/2020/10/Pyro-City-2024.png","Real supplier photo visually inspected: complete matching retail presentation and genuine alpha. No generated packaging, watermark, crop or redraw.","","Product/model and simpler name/brand YouTube queries checked; no exact, sufficiently supported demonstration was approved. Optional field intentionally empty.","2026-09-24-supplier-3"
"pyro-pack","Pyro Pack","Black Cat","Assortments","Assortment","Unknown","722","H6UVAEIGHB6OJOGWCNMV7HRI","Pyro Pack","952009001024","https://www.wincofireworks.com/product/pyro-pack/ | https://www.wincofireworks.com/wp-content/uploads/2022/03/UPC-Excel-List_3.25.2022_r2.pdf","Square code 952009001024 matches the current Winco supplier UPC after removing display hyphens. Original name 'Pyro Pack', variant 'Regular', actual packaging and retail count were compared visually and against supplier packing; no retailer SKU equality alone is used.","docs/catalog/enrichment-2026-09/references/pyro-pack-original.png","f18e6fe0c65f3d057ff9cc8d6d87ee5a18aa3532dd05c521ae95f18a37eb60aa","https://www.wincofireworks.com/wp-content/uploads/2020/10/Pyro-Pack-2026.png","Real supplier photo visually inspected: complete matching retail presentation and genuine alpha. No generated packaging, watermark, crop or redraw.","","Product/model and simpler name/brand YouTube queries checked; no exact, sufficiently supported demonstration was approved. Optional field intentionally empty.","2026-09-24-supplier-3"
"the-beast-black-cat","The Beast","Black Cat","Assortments","Assortment","Unknown","889","NJ6SAFHPATCWTVY7P6WUARZ6","The Beast Black Cat","765244000000","https://www.wincofireworks.com/product/the-beast/ | https://www.wincofireworks.com/wp-content/uploads/2022/03/UPC-Excel-List_3.25.2022_r2.pdf","Square code 765244000000 matches the current Winco supplier UPC after removing display hyphens. Original name 'The Beast Black Cat', variant 'Regular', actual packaging and retail count were compared visually and against supplier packing; no retailer SKU equality alone is used. Supplier repeats the unusual historical code 765244000000; do not relabel it a valid GTIN. Name, Black Cat branding and full assortment independently agree.","docs/catalog/enrichment-2026-09/references/the-beast-black-cat-original.png","a5c39ebb9b8d464ca830b394610c51a28dd47ecabc23439216acf71aed0f2cd7","https://www.wincofireworks.com/wp-content/uploads/2020/10/The-Beast-2025.png","Real supplier photo visually inspected: complete matching retail presentation and genuine alpha. No generated packaging, watermark, crop or redraw.","","Product/model and simpler name/brand YouTube queries checked; no exact, sufficiently supported demonstration was approved. Optional field intentionally empty.","2026-09-24-supplier-3"
"beast-candle","Beast","Fox","Roman Candles","666 shots","Unknown","890","75TIIYAM4OKN23TPTHZZN67G","The Beast Roman Candle","514677005003","https://www.wincofireworks.com/product/beast/ | https://www.wincofireworks.com/wp-content/uploads/2022/03/UPC-Excel-List_3.25.2022_r2.pdf | https://www.elitefireworks.com/products/beast-candle","Square code 514677005003 matches the current Winco supplier UPC after removing display hyphens. Original name 'The Beast Roman Candle', variant 'Regular', actual packaging and retail count were compared visually and against supplier packing; no retailer SKU equality alone is used.","docs/catalog/enrichment-2026-09/references/beast-candle-original.png","b4b639e5c19f4c0302cad48bffaef05891b35ae7dc96f396d78779311e4c3de6","https://www.wincofireworks.com/wp-content/uploads/2025/08/Beast.png","Real supplier photo visually inspected: complete matching retail presentation and genuine alpha. No generated packaging, watermark, crop or redraw.","","Product/model and simpler name/brand YouTube queries checked; no exact, sufficiently supported demonstration was approved. Optional field intentionally empty.","2026-09-24-supplier-3"
"victory-sword","Victory Sword","Unknown","Fountains","Sword fountain","Unknown","943","MPLY3UZKTRRPDCZXXFXRR433","Victory Sword","131611802209","https://www.wincofireworks.com/product/victory-sword/ | https://www.wincofireworks.com/wp-content/uploads/2022/03/UPC-Excel-List_3.25.2022_r2.pdf","Square code 131611802209 matches the current Winco supplier UPC after removing display hyphens. Original name 'Victory Sword', variant 'Regular', actual packaging and retail count were compared visually and against supplier packing; no retailer SKU equality alone is used. The supplier identity is confirmed, but a separate consumer brand is not stated reliably; brand remains unset rather than inventing Winco as the brand.","docs/catalog/enrichment-2026-09/references/victory-sword-original.png","53740373acea7d6bb0568f543392256d82e92324f2539ef20046afe9c1569d60","https://www.wincofireworks.com/wp-content/uploads/2025/08/Victory-Sword.png","Real supplier photo visually inspected: complete matching retail presentation and genuine alpha. No generated packaging, watermark, crop or redraw.","","Product/model and simpler name/brand YouTube queries checked; no exact, sufficiently supported demonstration was approved. Optional field intentionally empty.","2026-09-24-supplier-3"
"whacky-tobacky","Whacky Tobacky","Brothers","Cakes","9-shot rack","Unknown","948","XTL5TLDJI3LTZYGCDMI4ODSC","Wacky Tobocey","687985250110","https://www.wincofireworks.com/product/whacky-tobacky/ | https://www.wincofireworks.com/wp-content/uploads/2022/03/UPC-Excel-List_3.25.2022_r2.pdf","Square code 687985250110 matches the current Winco supplier UPC after removing display hyphens. Original name 'Wacky Tobocey', variant 'Regular', actual packaging and retail count were compared visually and against supplier packing; no retailer SKU equality alone is used.","docs/catalog/enrichment-2026-09/references/whacky-tobacky-original.png","b445514d77fe29f11696c6357e20f81b11cf3443c9af5df495c0ecf37d57c457","https://www.wincofireworks.com/wp-content/uploads/2025/08/Wacky-Tobacky.png","Real supplier photo visually inspected: complete matching retail presentation and genuine alpha. No generated packaging, watermark, crop or redraw.","","Product/model and simpler name/brand YouTube queries checked; no exact, sufficiently supported demonstration was approved. Optional field intentionally empty.","2026-09-24-supplier-3"
"walkin-dead","Walkin' Dead","Black Cat","Cakes","200 gram · 19 shots","Unknown","949","Z5AQ5L7DNIGG2FSAUAZOSQQ5","Walking Dead 19 Shots","715244063178","https://www.wincofireworks.com/product/walkin-dead/ | https://www.wincofireworks.com/wp-content/uploads/2022/03/UPC-Excel-List_3.25.2022_r2.pdf","Square code 715244063178 matches the current Winco supplier UPC after removing display hyphens. Original name 'Walking Dead 19 Shots', variant 'Regular', actual packaging and retail count were compared visually and against supplier packing; no retailer SKU equality alone is used.","docs/catalog/enrichment-2026-09/references/walkin-dead-original.png","901fa0f28841629acc7b8b816130f3457fd4934be852c9de69c4e710a5097594","https://www.wincofireworks.com/wp-content/uploads/2025/08/walkin-dead.png","Real supplier photo visually inspected: complete matching retail presentation and genuine alpha. No generated packaging, watermark, crop or redraw.","","Product/model and simpler name/brand YouTube queries checked; no exact, sufficiently supported demonstration was approved. Optional field intentionally empty.","2026-09-24-supplier-3"
"war-hero","War Hero","Unknown","Cakes","500 gram · 30 shots","Unknown","951","YIKPT4VA36G77JLEBR336HWV","War Hero 500 Gram","687985985111","https://www.wincofireworks.com/product/war-hero/ | https://www.wincofireworks.com/wp-content/uploads/2022/03/UPC-Excel-List_3.25.2022_r2.pdf","Square code 687985985111 matches the current Winco supplier UPC after removing display hyphens. Original name 'War Hero 500 Gram', variant 'Regular', actual packaging and retail count were compared visually and against supplier packing; no retailer SKU equality alone is used. The supplier identity is confirmed, but a separate consumer brand is not stated reliably; brand remains unset rather than inventing Winco as the brand.","docs/catalog/enrichment-2026-09/references/war-hero-original.png","850faece18921e82070f2f96efc3ee452170c96d7baa764779d11fea7734f72c","https://www.wincofireworks.com/wp-content/uploads/2025/08/War-Hero.png","Real supplier photo visually inspected: complete matching retail presentation and genuine alpha. No generated packaging, watermark, crop or redraw.","","Product/model and simpler name/brand YouTube queries checked; no exact, sufficiently supported demonstration was approved. Optional field intentionally empty.","2026-09-24-supplier-3"
"whistling-chaser-8-pack","Whistling Chaser","Unknown","Spinners","8-pack","Unknown","970","UGR7VX5AJCKWYKD5WLDPARD5","Whistling Chaser 8 Pk","652009002549","https://www.wincofireworks.com/product/whistling-chaser/ | https://www.wincofireworks.com/wp-content/uploads/2022/03/UPC-Excel-List_3.25.2022_r2.pdf","Square code 652009002549 matches the current Winco supplier UPC after removing display hyphens. Original name 'Whistling Chaser 8 Pk', variant 'Regular', actual packaging and retail count were compared visually and against supplier packing; no retailer SKU equality alone is used. The supplier identity is confirmed, but a separate consumer brand is not stated reliably; brand remains unset rather than inventing Winco as the brand.","docs/catalog/enrichment-2026-09/references/whistling-chaser-8-pack-original.png","657e4edb1467eece86bfdbe6b2a2d1106545f095b7801d175c8c6903b46d708e","https://www.wincofireworks.com/wp-content/uploads/2025/08/Whistling-chaser.png","Real supplier photo visually inspected: complete matching retail presentation and genuine alpha. No generated packaging, watermark, crop or redraw.","","Product/model and simpler name/brand YouTube queries checked; no exact, sufficiently supported demonstration was approved. Optional field intentionally empty.","2026-09-24-supplier-3"
"black-cat-morning-glory-36-inch","36-inch Morning Glory","Black Cat","Sparklers","36-inch sparklers · 6-pack","Unknown","1034","RSAUYRX3JUNFGEO3PQIFPQVB","morning Glory's 36"" sparklers","715244313242","https://www.wincofireworks.com/product/36-morning-glory/ | https://www.wincofireworks.com/wp-content/uploads/2022/03/UPC-Excel-List_3.25.2022_r2.pdf","Square code 715244313242 matches the current Winco supplier UPC after removing display hyphens. Original name 'morning Glory's 36"" sparklers', variant 'Regular', actual packaging and retail count were compared visually and against supplier packing; no retailer SKU equality alone is used.","docs/catalog/enrichment-2026-09/references/black-cat-morning-glory-36-inch-original.png","efb84f5d184a69d8a5ce7acc1cfa2a12c5f933a33daea52893c38e140e618c48","https://www.wincofireworks.com/wp-content/uploads/2025/08/Morning-Glory-36.png","Real supplier photo visually inspected: complete matching retail presentation and genuine alpha. No generated packaging, watermark, crop or redraw.","","Product/model and simpler name/brand YouTube queries checked; no exact, sufficiently supported demonstration was approved. Optional field intentionally empty.","2026-09-24-supplier-3"
"excellent-bag","Excellent Bag","Black Cat","Assortments","Assortment","Unknown","1053","P4QS4KKFFSLNRX55JFVFNNWS","the excellent bag assortment","715244300327","https://www.wincofireworks.com/product/excellent-bag/ | https://www.wincofireworks.com/wp-content/uploads/2022/03/UPC-Excel-List_3.25.2022_r2.pdf","Square code 715244300327 matches the current Winco supplier UPC after removing display hyphens. Original name 'the excellent bag assortment', variant 'Regular', actual packaging and retail count were compared visually and against supplier packing; no retailer SKU equality alone is used.","docs/catalog/enrichment-2026-09/references/excellent-bag-original.png","e8d862acf2b9f2446c2f3db7c8ec8118781b6e60ab9d159a1ba7cce4f5d039e4","https://www.wincofireworks.com/wp-content/uploads/2025/08/Excellent-Bag.png","Real supplier photo visually inspected: complete matching retail presentation and genuine alpha. No generated packaging, watermark, crop or redraw.","","Product/model and simpler name/brand YouTube queries checked; no exact, sufficiently supported demonstration was approved. Optional field intentionally empty.","2026-09-24-supplier-3"
