"square_token","square_sku","gtin","original_name","normalized_name","brand","square_category","original_variation","presentation","specifications_in_original_name","pending_group","reason","dynamite_candidates","missing_information_or_resources","csv_row","csv_line_start","csv_line_end","xlsx_sheet","xlsx_row","research_status","product_id","verified_brand","manufacturer_code","verified_video","research_query","research_sources","research_reason","required_next_step"
"PVMLANIMRLON66EC35HE5GH7","687985433117","","Oppullently Yours","Oppullently Yours","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","656","659","659","Items","657","no_verified_identity","","Unknown","Unknown","","""687985433117"" fireworks","","No verified product identity from the searched code/name. Generic names and store SKUs are insufficient to assign a photo.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"7RIYCJGG6FJG6T7TPECJK5LN","043100700098","","Outer Space Craft-BOGO","Outer Space Craft","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","657","660","660","Items","658","no_verified_identity","","Unknown","Unknown","","""043100700098"" fireworks","","No verified product identity from the searched code/name. Generic names and store SKUs are insufficient to assign a photo.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"RJI3L3ZOH6A34DOCTHDC2W66","514677060194","","Outlaw Justice","Outlaw Justice","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","658","661","661","Items","659","candidate_requires_package_review","","Unknown","Unknown","","Compared code against official Winco UPC reference","https://www.wincofireworks.com/wp-content/uploads/2022/03/UPC-Excel-List_3.25.2022_r2.pdf","Code found in public source; package/brand/image and any conflicts still need individual verification.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"35NAPEUSRBXWA6VJOXXS2P2K","715244021994","","Pakin` Purple Fountain","Pakin` Purple Fountain","Unknown","Fountains","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","659","662","662","Items","660","candidate_requires_package_review","","Unknown","Unknown","","Compared code against official Winco UPC reference","https://www.wincofireworks.com/wp-content/uploads/2022/03/UPC-Excel-List_3.25.2022_r2.pdf","Code found in public source; package/brand/image and any conflicts still need individual verification.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"URCSCIXNNU3JXYOPRXZQDCWP","705108548408","","Pandamonium","Pandamonium","Unknown","500 GRAM FINALE > 500 GRAM FINALE ZIPPER CAKES","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","660","663","663","Items","661","candidate_requires_package_review","","Unknown","Unknown","","Compared code against official Winco UPC reference","https://www.wincofireworks.com/wp-content/uploads/2022/03/UPC-Excel-List_3.25.2022_r2.pdf","Code found in public source; package/brand/image and any conflicts still need individual verification.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"FMKDA4YHWK5ZV4ZEBDEWCVTB","8052530170625","","Parachutes Fireworks 6pk","Parachutes Fireworks 6pk","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","661","664","664","Items","662","no_verified_identity","","Unknown","Unknown","","""8052530170625"" fireworks","","No verified product identity from the searched code/name. Generic names and store SKUs are insufficient to assign a photo.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"OYYJWZFHABFVJ2I5GEN3BXNW","","715244001200","Party Animal Black Cat Assortment","Party Animal Black Cat Assortment","Black Cat","Family Pack Assortments","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","662","665","665","Items","663","candidate_requires_package_review","","Unknown","Unknown","","Compared code against official Winco UPC reference","https://www.wincofireworks.com/wp-content/uploads/2022/03/UPC-Excel-List_3.25.2022_r2.pdf","Code found in public source; package/brand/image and any conflicts still need individual verification.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"GTJEOQD2CEPZLB6IG34L5DJL","705108555406","","Party Like Its 1776 500 Gram","Party Like Its 1776 500 Gram","Unknown","500 GRAM FINALE > 500 GRAM FINALE ZIPPER CAKES","Regular","Unknown","500 Gram","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","663","666","666","Items","664","candidate_requires_package_review","","Unknown","Unknown","","""705108555406"" fireworks","https://www.getwinda.com/product-page/party-like-it-s-1776-156-s | https://bangersonlyfireworks.com/GM876-Party-Like-Its-1776-R-PC/","Code found in public source; package/brand/image and any conflicts still need individual verification.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"SPHGB45PXXV5JJAYNVSAHQZH","161273215246","","Party Pack","Party Pack","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","664","667","667","Items","665","candidate_requires_package_review","","Unknown","Unknown","","Compared code against official Winco UPC reference","https://www.wincofireworks.com/wp-content/uploads/2022/03/UPC-Excel-List_3.25.2022_r2.pdf","Code found in public source; package/brand/image and any conflicts still need individual verification.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"LVDV62MTB2UNJZMKZAAKZHU4","","715244000654","Party Pack 5 Black Cat","Party Pack 5 Black Cat","Black Cat","Family Pack Assortments","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","665","668","668","Items","666","candidate_requires_package_review","","Unknown","Unknown","","Compared code against official Winco UPC reference","https://www.wincofireworks.com/wp-content/uploads/2022/03/UPC-Excel-List_3.25.2022_r2.pdf","Code found in public source; package/brand/image and any conflicts still need individual verification.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"EYHLYQPZXEA34ZHLVD4GS3EJ","715244100651","","Party Pack 5 S And S","Party Pack 5 S And S","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","666","669","669","Items","667","candidate_requires_package_review","","Unknown","Unknown","","Compared code against official Winco UPC reference","https://www.wincofireworks.com/wp-content/uploads/2022/03/UPC-Excel-List_3.25.2022_r2.pdf","Code found in public source; package/brand/image and any conflicts still need individual verification.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"Y4WMTYEVPETUZALRIL7GZSZ7","","715244000456","Party Pack 6 Black Cat","Party Pack 6 Black Cat","Black Cat","Family Pack Assortments","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","667","670","670","Items","668","candidate_requires_package_review","","Unknown","Unknown","","Compared code against official Winco UPC reference","https://www.wincofireworks.com/wp-content/uploads/2022/03/UPC-Excel-List_3.25.2022_r2.pdf","Code found in public source; package/brand/image and any conflicts still need individual verification.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"RUDFKSIOWOO6EYLP2XIK2POM","715244034161","","Party Popper BOGO","Party Popper","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","668","671","671","Items","669","candidate_requires_package_review","","Unknown","Unknown","","Compared code against official Winco UPC reference","https://www.wincofireworks.com/wp-content/uploads/2022/03/UPC-Excel-List_3.25.2022_r2.pdf","Code found in public source; package/brand/image and any conflicts still need individual verification.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"YDXTBSQMDNA3CAACFFFV3M7G","","","Party Popper BOGO","Party Popper","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","669","672","672","Items","670","no_verified_identity","","Unknown","Unknown","","""Party Popper BOGO"" fireworks manufacturer","","No verified product identity from the searched code/name. Generic names and store SKUs are insufficient to assign a photo.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"H4FJAI7L7W5675F4RDZW2DOK","887946051354","","Party Poppers","Party Poppers","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","670","673","673","Items","671","no_verified_identity","","Unknown","Unknown","","""887946051354"" fireworks","","No verified product identity from the searched code/name. Generic names and store SKUs are insufficient to assign a photo.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"QJYHB53HMHM3LHA3AMQILUY6","757202120080","","Party Up Fountain","Party Up Fountain","Unknown","Fountains","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","671","674","674","Items","672","no_verified_identity","","Unknown","Unknown","","""757202120080"" fireworks","","No verified product identity from the searched code/name. Generic names and store SKUs are insufficient to assign a photo.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"UJYS4PYVOEXLVSHB47PDTLWB","757201525091","","Pastel Sunset","Pastel Sunset","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","672","675","675","Items","673","no_verified_identity","","Unknown","Unknown","","""757201525091"" fireworks","","No verified product identity from the searched code/name. Generic names and store SKUs are insufficient to assign a photo.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"XONH3T5IEWPTHSVDTIXWTFLQ","192537371033","","Patriot Missile Battery","Patriot Missile Battery","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","673","676","676","Items","674","no_verified_identity","","Unknown","Unknown","","""192537371033"" fireworks","","No verified product identity from the searched code/name. Generic names and store SKUs are insufficient to assign a photo.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"GFECBXQR5N3CNQFF6ZSOS2AR","","000000770620","Patriot Smoke","Patriot Smoke","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","674","677","677","Items","675","no_verified_identity","","Unknown","Unknown","","""000000770620"" fireworks","","No verified product identity from the searched code/name. Generic names and store SKUs are insufficient to assign a photo.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"6Q5EU5MTXGXJTDIOWHLDA6L2","","514677005027","Patriotic Fury","Patriotic Fury","Unknown","Roman Candles","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","675","678","678","Items","676","candidate_requires_package_review","","Unknown","Unknown","","""514677005027"" fireworks","https://501pyro.com/PATRIOTIC-FURY/","Code found in public source; package/brand/image and any conflicts still need individual verification.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"SYIQ3ASIUOUO65QYDGYYD6IP","757201530828","","Patriotic Waves","Patriotic Waves","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","676","679","679","Items","677","no_verified_identity","","Unknown","Unknown","","""757201530828"" fireworks","","No verified product identity from the searched code/name. Generic names and store SKUs are insufficient to assign a photo.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"BW7FHJQTNO2EPTALDRURHPRD","757202125016","","Peace Elite","Peace Elite","Unknown","Fountains","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","677","680","680","Items","678","candidate_requires_package_review","","Unknown","Unknown","","""757202125016"" fireworks","https://americanwholesalefireworks.com/peace-elite/","Code found in public source; package/brand/image and any conflicts still need individual verification.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"2EB6YQMF2JETUJYHQTRIZGR3","757201225076","","Peace Out","Peace Out","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","678","681","681","Items","679","candidate_requires_package_review","","Unknown","Unknown","","""757201225076"" fireworks","https://www.raccoonfireworksusa.com/product-page/peace-out","Code found in public source; package/brand/image and any conflicts still need individual verification.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"LV65VKZH67LIUO4NCR3MY7E3","757201324083","","Peacock Spider 5"" Artillery Shells 24 pack","Peacock Spider 5"" Artillery Shells 24 pack","Unknown","24 Pack Canister Artillery Shells 5 INCH","Regular","Unknown","5"" | 24 pack","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","679","682","682","Items","680","candidate_requires_package_review","","Unknown","Unknown","","""757201324083"" fireworks","https://usa-fireworks.com/products/artillery-shells/peacock-spider/ | https://beta2024.usa-fireworks.com/products/artillery-shells/peacock-spider/ | https://sanduskyfireworks.com/product/458880/26490330-5_PEACOCK_SPYDER | https://americanwholesalefireworks.com/peacock-spider-compact/ | https://gbfireworks.com/products/peacock-shells-24-pck | https://www.raccoonfireworksusa.com/product-page/5-peacock-spider","Code found in public source; package/brand/image and any conflicts still need individual verification.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"BRYUXAWM2U773NSWLZI6RQJJ","821600011025","","Peacock fountain 2 Mins","Peacock fountain 2 Mins","Unknown","Fountains","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","680","683","683","Items","681","no_verified_identity","","Unknown","Unknown","","""821600011025"" fireworks","","No verified product identity from the searched code/name. Generic names and store SKUs are insufficient to assign a photo.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"BSTVNCI44CC3KJXN4HLCGHUS","193936959730","","Penguin Mama Bogo","Penguin Mama","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","681","684","684","Items","682","no_verified_identity","","Unknown","Unknown","","""193936959730"" fireworks","","No verified product identity from the searched code/name. Generic names and store SKUs are insufficient to assign a photo.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"7OAN37IRHHUF7PBB7LBMEFEN","680149045409","","Perfect Hobby Fuse","Perfect Hobby Fuse","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","682","685","685","Items","683","candidate_requires_package_review","","Unknown","Unknown","","""680149045409"" fireworks","https://usa-fireworks.com/products/fuse-racks/perfect-fuse/","Code found in public source; package/brand/image and any conflicts still need individual verification.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"Y5OI5SINQV5R5HTH6T7JKPD3","1071738203680","","Pink Smoke 2pk","Pink Smoke 2pk","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","683","686","686","Items","684","no_verified_identity","","Unknown","Unknown","","""1071738203680"" fireworks","","No verified product identity from the searched code/name. Generic names and store SKUs are insufficient to assign a photo.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"VW6UK3R5PQCWGV2HP7PVG47Y","8145270151815","","Piranha 500 Gram","Piranha 500 Gram","Unknown","Unknown","Regular","Unknown","500 Gram","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","684","687","687","Items","685","candidate_requires_package_review","","Unknown","Unknown","","""8145270151815"" fireworks","https://americanwholesalefireworks.com/piranha/","Code found in public source; package/brand/image and any conflicts still need individual verification.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"7NIKJPUYYNEFFUPR4OAZ5TLP","757201225182","","Pirate Captain","Pirate Captain","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","685","688","688","Items","686","no_verified_identity","","Unknown","Unknown","","""757201225182"" fireworks","","No verified product identity from the searched code/name. Generic names and store SKUs are insufficient to assign a photo.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"DBKP4RU3O2KESZZFVHZI7XGX","725272730911","","Pixie Stick Sparklers Bogo","Pixie Stick Sparklers","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","686","689","689","Items","687","no_verified_identity","","Unknown","Unknown","","""725272730911"" fireworks","","No verified product identity from the searched code/name. Generic names and store SKUs are insufficient to assign a photo.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"QOBJJNSP3DTE3UDKCCERX3MP","849107066010","","Pixie Sticks","Pixie Sticks","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","687","690","690","Items","688","no_verified_identity","","Unknown","Unknown","","""849107066010"" fireworks","","No verified product identity from the searched code/name. Generic names and store SKUs are insufficient to assign a photo.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"RG25535S4I3QWL6XUOT4SJVP","705108955640","","Pizza Platter","Pizza Platter","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","688","691","691","Items","689","candidate_requires_package_review","","Unknown","Unknown","","""705108955640"" fireworks","https://lowcountryfireworks.com/GM981/","Code found in public source; package/brand/image and any conflicts still need individual verification.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"F3QXAKJHZFDKFEHW4F5LYHG6","757201180702","","Planet Candle","Planet Candle","Unknown","Roman Candles","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","689","692","692","Items","690","no_verified_identity","","Unknown","Unknown","","""757201180702"" fireworks","","No verified product identity from the searched code/name. Generic names and store SKUs are insufficient to assign a photo.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"LEGXEN3H3USZHEQPWD6DHKW7","705108602308","","Poop","Poop","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","690","693","693","Items","691","candidate_requires_package_review","","Unknown","Unknown","","Compared code against official Winco UPC reference","https://www.wincofireworks.com/wp-content/uploads/2022/03/UPC-Excel-List_3.25.2022_r2.pdf","Code found in public source; package/brand/image and any conflicts still need individual verification.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"DJDD3CC7XZW5XMFZ5UOFKY3S","652009903457","","Pooping Dog","Pooping Dog","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","691","694","694","Items","692","candidate_requires_package_review","","Unknown","Unknown","","Compared code against official Winco UPC reference","https://www.wincofireworks.com/wp-content/uploads/2022/03/UPC-Excel-List_3.25.2022_r2.pdf","Code found in public source; package/brand/image and any conflicts still need individual verification.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"UGWD5ORMIP3Z4SNOJNKZLSXD","8052530222713","","Pooping Puppy","Pooping Puppy","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","692","695","695","Items","693","candidate_requires_package_review","","Unknown","Unknown","","""8052530222713"" fireworks","https://usa-fireworks.com/products/novelty/poopy-puppy/ | https://bigdaddyksfireworksoutlet.com/product/pooping-dog/","Code found in public source; package/brand/image and any conflicts still need individual verification.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"ACVJ27NW6K665M5ZLJJWS6NQ","132201185009","","Pop Pop Snap","Pop Pop Snap","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","693","696","696","Items","694","no_verified_identity","","Unknown","Unknown","","""132201185009"" fireworks","","No verified product identity from the searched code/name. Generic names and store SKUs are insufficient to assign a photo.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"RHF7AEHBY7OWIBXKCAQ7JFHO","000000770194","","Pop Pop Snappers","Pop Pop Snappers","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","694","697","697","Items","695","no_verified_identity","","Unknown","Unknown","","""000000770194"" fireworks","","No verified product identity from the searched code/name. Generic names and store SKUs are insufficient to assign a photo.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"WOTDSCN5QXJWIDB22ZTJ7B4Y","887946041225","","Popcorn Snow Balls","Popcorn Snow Balls","Unknown","Fountains","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","695","698","698","Items","696","no_verified_identity","","Unknown","Unknown","","""887946041225"" fireworks","","No verified product identity from the searched code/name. Generic names and store SKUs are insufficient to assign a photo.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"DIDEY25CLY47LXE7YSOJA5XD","6510475378985","","Premium Artillery 6pc","Premium Artillery 6pc","Unknown","Unknown","Regular","Unknown","6pc","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","696","699","699","Items","697","no_verified_identity","","Unknown","Unknown","","""6510475378985"" fireworks","","No verified product identity from the searched code/name. Generic names and store SKUs are insufficient to assign a photo.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"O4HEZOXYRTRJS3YERP4VZHZR","680149045379","","Premium Cannon Fuse","Premium Cannon Fuse","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","697","700","700","Items","698","candidate_requires_package_review","","Unknown","Unknown","","""680149045379"" fireworks","https://georgiasbestfireworks.com/product/0af7b240-ab8c-11e8-eddc-e476b6a112f3/ | https://beta2024.usa-fireworks.com/products/fuse-racks/premium-cannon-fuse/ | https://usa-fireworks.com/products/fuse-racks/premium-cannon-fuse/ | https://fr.scribd.com/document/693002046/Mystical-Trenton-2019-1-4G-Family-Firework","Code found in public source; package/brand/image and any conflicts still need individual verification.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"FN4OGLCMYXTN2JZTRZ5NCKO4","680149047649","","Pretty In Pink 60sec Smoke","Pretty In Pink 60sec Smoke","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","698","701","701","Items","699","candidate_requires_package_review","","Unknown","Unknown","","""680149047649"" fireworks","https://76fireworkstore.com/gender-reveal-smoke-pink-pack/ | https://staging.usa-fireworks.com/products/gender-reveal/pretty-in-pink-pack-of-two-smoke-canisters/","Code found in public source; package/brand/image and any conflicts still need individual verification.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"2ZRSOBQ75H3FUORH4EEQSKEV","680149047632","","Pretty In Pink 60sec Smoke","Pretty In Pink 60sec Smoke","Unknown","Unknown","boy o'boy blue 60 sec smoke","boy o'boy blue 60 sec smoke","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","699","702","702","Items","700","candidate_requires_package_review","","Unknown","Unknown","","""680149047632"" fireworks","https://usa-fireworks.com/products/gender-reveal/boy-oboy-blue/","Code found in public source; package/brand/image and any conflicts still need individual verification.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"BNUXKTUCJZD4IZ3NBI22JUGD","715244800032","","Pride And Honor","Pride And Honor","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","700","703","703","Items","701","candidate_requires_package_review","","Unknown","Unknown","","Compared code against official Winco UPC reference","https://www.wincofireworks.com/wp-content/uploads/2022/03/UPC-Excel-List_3.25.2022_r2.pdf","Code found in public source; package/brand/image and any conflicts still need individual verification.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"B2R4LKO2AZTVC7WNZLP65265","8145270244913","","Pride And Joy","Pride And Joy","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","701","704","704","Items","702","candidate_requires_package_review","","Unknown","Unknown","","""8145270244913"" fireworks","https://www.pyromart.com/index.php?category_id=380&company_id=223&dispatch=companies.products&layout=short_list&page=128&sort_by=on_sale&sort_order=desc","Code found in public source; package/brand/image and any conflicts still need individual verification.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
"W2DQZLRQIG7B6M6TLEHBUWPO","687985225910","","Prime Time","Prime Time","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","702","705","705","Items","703","no_verified_identity","","Unknown","Unknown","","""687985225910"" fireworks","","No verified product identity from the searched code/name. Generic names and store SKUs are insufficient to assign a photo.","Verify manufacturer/model and exact retail package; inspect and acquire its authentic photo. Video is optional."
