"square_token","square_sku","gtin","original_name","normalized_name","brand","square_category","original_variation","presentation","specifications_in_original_name","pending_group","reason","dynamite_candidates","missing_information_or_resources","csv_row","csv_line_start","csv_line_end","xlsx_sheet","xlsx_row"
"63ABDUN5QZKYCRCKJWCMX43N","725272730720","","Jumping Jacks Single Pack BOGO","Jumping Jacks Single Pack","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","513","514","514","Items","514"
"PCD2Q6Z2XMIGC4HW3QMTTN4K","952009001017","","Junior Pyro Pack","Junior Pyro Pack","Unknown","Family Pack Assortments","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","514","515","515","Items","515"
"DMBYJ54GK3GFAH6WXUJ6V2VI","","","Ka Kaw","Ka Kaw","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","515","516","516","Items","516"
"HP6WUDDBL7N7TKZ753OPIJSA","814527200245","","Keeping It Real","Keeping It Real","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","516","517","517","Items","517"
"CLEPS4WYDO4XJDMUPA2CKO23","193936959969","","Kids Backpack Girl an d Boys","Kids Backpack Girl an d Boys","Unknown","Family Pack Assortments","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","517","518","518","Items","518"
"QI3R6QYYRQTBZYVBWLC7HM56","8052530044315","","Kids Backpack Girl an d Boys","Kids Backpack Girl an d Boys","Unknown","Family Pack Assortments","Kids Bag","Kids Bag","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","518","519","519","Items","519"
"LRWLP66BQSB3PJEXKSCASG2E","705108003402","","Kids Fun Assortment Pack","Kids Fun Assortment Pack","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","519","520","520","Items","520"
"QKRK7IYAFXKSB4YNKICGHL7J","715244001705","","Kids Pack Family Pack","Kids Pack Family Pack","Unknown","Family Pack Assortments","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","520","521","521","Items","521"
"BZP7WM6U5DGAMNC6KELDK7KF","816597940465","","Killer Bee","Killer Bee","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","521","522","522","Items","522"
"ECRRSP2ZMN4T7UNEMZ4BZFUH","","612005102001","Killer Bee/Cuckoo","Killer Bee/Cuckoo","Unknown","Fountains","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","522","523","523","Items","523"
"GN6GTM3R7RHZGWD5MT7VVRG4","816597940458","","Killerbee","Killerbee","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","523","524","524","Items","524"
"OMGMX6DJTL7HV73NBAQWE5BL","","690151170174","King Bird 500ct roll","King Bird 500ct roll","Unknown","Unknown","Regular","Unknown","500ct","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","524","525","525","Items","525"
"PWYZQFTHJFKS7DQI5MFQSDSU","757201624015","","King Dragon 6"" Artillery Shells 24 pack","King Dragon 6"" Artillery Shells 24 pack","Unknown","24 Pack Artillery Shells 6""","Regular","Unknown","6"" | 24 pack","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","525","526","526","Items","526"
"RA4VSFNKBR2CEE73XSVYKDAB","814527311613","","Kiss Of The Dead Fountain","Kiss Of The Dead Fountain","Unknown","Fountains","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","526","527","527","Items","527"
"2EIQZBY4IHX6J4BPEZ2XX2GS","757202119619","","Knight Rider 96 Shot Fiesta","Knight Rider 96 Shot Fiesta","Unknown","Unknown","Regular","Unknown","96 Shot","no_match","Square Knight Rider 96 Shot Fiesta resembles approved Night Rider 96 Shot Monkey Mania, but brand/name difference remains unresolved; existing item preserved, no duplicate imported.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","527","528","528","Items","528"
"X5O47VHFJNLVVTMJW4FUZ5UB","687985429417","","Krakatoa Fountain","Krakatoa Fountain","Unknown","Fountains","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","528","529","529","Items","529"
"Q5HH6SPCEJBA62VMBYKNGSOV","8052531605126","","Lady Bugs-3 Pk","Lady Bugs-3 Pk","Unknown","Unknown","Regular","Unknown","Unknown","probable","Name identifies a candidate only; manufacturer and exact presentation have not been established.","products.json[96] Lady Bugs / Brothers / products/lady-bugs.png","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","529","530","530","Items","530"
"UNM6M7P645DLCLTNLXP5OQJ4","687985503520","","Lady Bugs-3 Pk","Lady Bugs-3 Pk","Unknown","Unknown","Lady Bug 2","Lady Bug 2","Unknown","probable","Name identifies a candidate only; manufacturer and exact presentation have not been established.","products.json[96] Lady Bugs / Brothers / products/lady-bugs.png","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","530","531","531","Items","531"
"FXAWO2ORUEY3N7AYTOIPM244","132190190015","","Ladybug","Ladybug","Unknown","Unknown","Regular","Unknown","Unknown","probable","Name identifies a candidate only; manufacturer and exact presentation have not been established.","products.json[96] Lady Bugs / Brothers / products/lady-bugs.png","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","531","532","532","Items","532"
"OBPFIRSKYIEBMVW777KGEAUA","887946030052","","Ladybugs","Ladybugs","Unknown","Unknown","Regular","Unknown","Unknown","probable","Name identifies a candidate only; manufacturer and exact presentation have not been established.","products.json[96] Lady Bugs / Brothers / products/lady-bugs.png","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","532","533","533","Items","533"
"TSVQXFSUPJ6YFG3POYTTB6UR","821611108035","","Ladybugs 3pk","Ladybugs 3pk","Unknown","Unknown","Regular","Unknown","Unknown","probable","Name identifies a candidate only; manufacturer and exact presentation have not been established.","products.json[96] Lady Bugs / Brothers / products/lady-bugs.png","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","533","534","534","Items","534"
"XZN7DKWNDG3J6PTPAD2S5X2W","757202400021","","Land Of Free Artillery Shells 36 Shells/54 Breaks","Land Of Free Artillery Shells 36 Shells/54 Breaks","Unknown","Artillery Packs MultiShell MultiBreaks","Regular","Unknown","36 Shells | 54 Breaks","probable","Name identifies a candidate only; manufacturer and exact presentation have not been established.","products.json[59] The Land of the Free / Monkey Mania / /products/land-of-the-free.png","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","534","535","535","Items","535"
"5PZUSQXRNXS7BQS5NFUUIQSE","753321710454","","Lantern Fountain","Lantern Fountain","Unknown","Fountains","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","535","536","536","Items","536"
"3EEWE3FYRYUDB6PR7KTM2HCK","943100700107","","Large Tank. 2 Pcs","Large Tank. 2 Pcs","Unknown","Unknown","Regular","Unknown","2 Pcs","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","536","537","537","Items","537"
"4GI5LHY7Q6XWJEL5UGID7TZC","841527142015","","Laser Show","Laser Show","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","537","538","538","Items","538"
"XV7KE6QBZI7WEMU4JOBKEQJ2","757201324052","","Let Freedom Ring 5"" Artillery Shells 24 pack","Let Freedom Ring 5"" Artillery Shells 24 pack","Unknown","24 Pack Canister Artillery Shells 5 INCH","Regular","Unknown","5"" | 24 pack","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","538","539","539","Items","539"
"BMPHOHCUPLEU37EOBN6ERLMH","8145270160510","","Liberty Artillery (12 pcs)","Liberty Artillery (12 pcs)","Unknown","Artillery/Festival Balls","Regular","Unknown","12 pcs","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","540","541","541","Items","541"
"GP4VTTYIGJ6FXPLM52AVKSEX","687985245314","","Light Bergade","Light Bergade","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","541","542","542","Items","542"
"PLXKY7XP7HIFWURQKCXESCDY","849107066003","","Light Force","Light Force","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","542","543","543","Items","543"
"VCUKBUQFGBHITI5MGJF2ATJD","201207210883","","Light Sabber","Light Sabber","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","543","544","544","Items","544"
"PI624V7CGZSW6BMHCLL66ANX","201207210807","","Light Saber","Light Saber","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","544","545","545","Items","545"
"TRDQTM43H6XJ7JTOME3ED7FC","","","Lightning Strike 500 Gram","Lightning Strike 500 Gram","Unknown","500 GRAM FINALE","Regular","Unknown","500 Gram","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","545","546","546","Items","546"
"FUFWY64SEL3Y52JVLL2IP6O4","757201536387","","Lightning Strike 500 Gram","Lightning Strike 500 Gram","Unknown","500 GRAM FINALE","Regular","Unknown","500 Gram","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","546","547","547","Items","547"
"M7GH3VKDSETMT54262ZWTB7W","","805253438415","Line of Duty","Line of Duty","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","547","548","548","Items","548"
"63X5ZTQYID5MAA2WEKPI7PEC","805253131064","","Loyal To None 500 Gram","Loyal To None 500 Gram","Unknown","500 GRAM FINALE","Regular","Unknown","500 Gram","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","548","549","549","Items","549"
"VMYN6UPNN3KN2G2KWMHQSAU3","8052531312116","","Loyal To None 500 Gram","Loyal To None 500 Gram","Unknown","500 GRAM FINALE","Regular","Unknown","500 Gram","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","549","550","550","Items","550"
"DM4RMWLVBBUGLXYFTBGIJX3N","705108602063","705108602063","Lucky Streak","Lucky Streak","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","550","551","551","Items","551"
"B6MEMAN2F7QOS724HQMX2VKA","687985003938","","M- Firecracker","M- Firecracker","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","551","552","552","Items","552"
"QPUT43JR5KAG6XLZUI3INWCD","851866115410","","M-1000 12 Pk","M-1000 12 Pk","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","552","553","553","Items","553"
"X7P67M6U25SNAVKSLJSSR6XU","715244001170","","M-150BlackCat 12 ct.   BOGO $6.00 TOTAL","M-150BlackCat 12 ct. $6.00 TOTAL","Unknown","Unknown","Regular","Unknown","12 ct","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","553","554","554","Items","554"
"33DEEREZKI62DJXZO7UKLFFK","816597923727","","M-200 Salute","M-200 Salute","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","554","555","555","Items","555"
"BRJJ5AYGIIXJVXDAM3MSGXVS","8052530020210","","M-5000 36pc","M-5000 36pc","Unknown","Unknown","Regular","Unknown","36pc","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","555","556","556","Items","556"
"WXWPSN4ND2Z3WGEC2GAJCWE6","8052530020319","","M-5000 Salute Cracker 12 pcs BOGO","M-5000 Salute Cracker 12 pcs","Unknown","Unknown","Regular","Unknown","12 pcs","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","556","557","557","Items","557"
"3NQOHAQKGQEEURIQHZHJ4DRU","8145270103616","","M-5000 Salute Crackers","M-5000 Salute Crackers","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","557","558","558","Items","558"
"WAREXJ2FSP76WHLIUSUS2B44","851866091479","","M-60 Firecrackers","M-60 Firecrackers","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","558","559","559","Items","559"
"HGMXNTVC7ZU4LQK4OWFPHQBW","715244003501","","M-85 Tank Black Cat","M-85 Tank Black Cat","Black Cat","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","559","560","560","Items","560"
"VNSBHW2JFT7YH7Z45FOYZXPC","687985712700","","M1 Abrams","M1 Abrams","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","560","561","561","Items","561"
"MYGOS6NQDT54NB7PCTWKCZ3Z","715244001149","","M150","M150","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","561","562","562","Items","562"
"IWCZSPONSC7YZZZ4ASZW7EOB","814527302710","","Machine Gun","Machine Gun","Unknown","Roman Candles","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","562","563","563","Items","563"
"IS467D3ZI7OHYACMDLLSTIGE","715244022410","","Mad Cat Fountain","Mad Cat Fountain","Unknown","Fountains","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","563","564","564","Items","564"
"4TG53MYUHLIM42CZSPF6DYWV","687985910908","","Maelstrom  24 Shell 6""","Maelstrom 24 Shell 6""","Unknown","Unknown","Regular","Unknown","24 Shell | 6""","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","564","565","565","Items","565"
"HZAI6FQNRWPH7CBFYH23JPRX","814527200436","","Mafia 200 Gram 16 Shot","Mafia 200 Gram 16 Shot","Unknown","Unknown","Regular","Unknown","200 Gram | 16 Shot","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","565","566","566","Items","566"
"RSRJ5PRTCUG52YISOMQOF4VO","705108700714","","Magic Bunny_BOGO","Magic Bunny_BOGO","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","566","567","567","Items","567"
"XIZ5ULSCWUKFNWGTUJN7RBC7","287985242216","","Magic Carpet 200g","Magic Carpet 200g","Unknown","Unknown","Regular","Unknown","200g","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","567","568","568","Items","568"
"DNK6Z7PLBHKQRMCA3SSJLZ3T","687985502820","","Magic Crystal","Magic Crystal","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","568","569","569","Items","569"
"DNDROXQ36U2E6P3ESPN3OFYO","8145270245514","","Magic Eye 42 Shot","Magic Eye 42 Shot","Unknown","Unknown","Regular","Unknown","42 Shot","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","569","570","570","Items","570"
"G74C3PQXCCIBCMYS72BLUZYP","757205301745","","Magic Light","Magic Light","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","570","571","571","Items","571"
"LSG5WQCGT6ZAPEYBEPB25DRC","","8145270120521","Magic Sky","Magic Sky","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","571","572","572","Items","572"
"YM3NLUUHT3EWEGLHTFGS5RBM","","000000339162","Magic Wands","Magic Wands","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","572","573","573","Items","573"
"ELISRVGSZLOV7VVRCNLZLY5O","715244064120","","Magical Garage 100 shot","Magical Garage 100 shot","Unknown","Unknown","Regular","Unknown","100 shot","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","573","574","574","Items","574"
"2LT37G7DBZSXXTSZOJEXGBDM","6801490056874","","Magical Shots Barrage 100 Shot","Magical Shots Barrage 100 Shot","Unknown","Unknown","Regular","Unknown","100 Shot","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","574","575","575","Items","575"
"BATDQ2BB2DBWSRLIYDMUHFPI","757201572064","","Magnum Tremors","Magnum Tremors","Unknown","9-SHOT 500 GRAM RACKS","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","575","576","576","Items","576"
"QHR2H5KR63JK43L2NX2HHNCI","","805253396814","Major Mojo Family Pack","Major Mojo Family Pack","Unknown","Family Pack Assortments","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","576","577","577","Items","577"
"R3E444VOODWZJ3YN4WLMQE5M","943100700046","","Mammoth Smoke","Mammoth Smoke","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","578","579","579","Items","579"
"Q55HTE45LQTGDHAPZE5PBSHG","043100700128","","Mardigrais","Mardigrais","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","580","581","581","Items","581"
"5JPUFA6DW2VVHUQEXK7JAJC3","715244065356","","Mass Confusion 500G 45 Shot","Mass Confusion 500G 45 Shot","Unknown","Unknown","Regular","Unknown","500G | 45 Shot","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","581","582","582","Items","582"
"URA6MCFC6SIPCMFNC37DWJZ7","023063113241","","Mat Beast (12 pcs)","Mat Beast (12 pcs)","Unknown","Artillery/Festival Balls","Regular","Unknown","12 pcs","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","582","583","583","Items","583"
"HGIK5WH6JXZ7ZN67PVW5BCLM","662019061016","","Max Caliber 24 Shots","Max Caliber 24 Shots","Unknown","Unknown","Regular","Unknown","24 Shots","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","583","584","584","Items","584"
"7OHLMFFWUS7NBPRKIHKWX3HX","687985121229","","Maximum Altitude","Maximum Altitude","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","584","585","585","Items","585"
"MD45INUFCC64T2JKSK5NHQNX","687985283811","","Mechanical Bug 100 Shots","Mechanical Bug 100 Shots","Unknown","Unknown","Regular","Unknown","100 Shots","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","585","586","586","Items","586"
"HJH4HOGWHQBLBADRC7JH2ALP","680149048844","","Mega Black Smoke","Mega Black Smoke","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","586","587","587","Items","587"
"Z5MKLBVDY42ZEGMNQM634VML","821500004240","","Mega Gatling gun","Mega Gatling gun","Unknown","Roman Candles","Regular","Unknown","Unknown","probable","Name identifies a candidate only; manufacturer and exact presentation have not been established.","products.json[91] Gatling Gun / Brothers / products/gatling-gun.png","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","587","588","588","Items","588"
"A3F734LVXNN23JWR536FAGGM","702367266708","","Mega Gatling gun","Mega Gatling gun","Unknown","Roman Candles","gatling gun","gatling gun","Unknown","probable","Name identifies a candidate only; manufacturer and exact presentation have not been established.","products.json[91] Gatling Gun / Brothers / products/gatling-gun.png","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","588","589","589","Items","589"
"KRKT5JIOTMJLYMEFOTCJ5EIA","6510475378978","","Mega Pyro Huge Burst (6 pcs)","Mega Pyro Huge Burst (6 pcs)","Unknown","Artillery/Festival Balls","Regular","Unknown","6 pcs","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","589","590","590","Items","590"
"HQNE5XO5MPLYQSKG3O7U6WCT","757201536219","","Mega Shark","Mega Shark","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","590","591","591","Items","591"
"JZSYHXE4DQ7QGMED4JK76XXM","687985260812","","Megawatt-295 Shots","Megawatt-295 Shots","Unknown","Unknown","Regular","Unknown","295 Shots","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","591","592","592","Items","592"
"TCGFJ3MNAOY5DEHCFZ2BL2R5","8143270144011","","Mexican Jumping Beans","Mexican Jumping Beans","Unknown","Fountains","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","592","593","593","Items","593"
"KHIVIS7UANCQIZECYUTTC465","8145271617112","","Mickealangelo","Mickealangelo","Unknown","Unknown","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","593","594","594","Items","594"
"E3UXSYRN2VAH4HHUW5HI4IHN","687985234615","","Midnight 500 Gram","Midnight 500 Gram","Unknown","500 GRAM FINALE > 500 GRAM FINALE ZIPPER CAKES","Regular","Unknown","500 Gram","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","594","595","595","Items","595"
"L57MW34TGTU7YAZAPRRLPOM6","705108550906","","Midnight Sun 500 Gram","Midnight Sun 500 Gram","Unknown","500 GRAM FINALE","Regular","Unknown","500 Gram","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","595","596","596","Items","596"
"53PBIUYJWPQ6AXGVJZXUFE2J","757205301578","","Midnight Sun 500g","Midnight Sun 500g","Unknown","500 GRAM FINALE","Regular","Unknown","500g","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","596","597","597","Items","597"
"NNYHMJELCPBMXZXPPDDZYQXP","8052530054413","","Mighty Cracker 100pc BOGO","Mighty Cracker 100pc","Unknown","Unknown","30","30","100pc","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","597","598","598","Items","598"
"FAKGVMBHNQU7F7YPGIINCLPD","821600001156","","Mighty Cracker 100pc BOGO","Mighty Cracker 100pc","Unknown","Unknown","Mighty Crackers","Mighty Crackers","100pc","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","598","599","599","Items","599"
"BHYRBZW52FWBQHJ6QZ4MKZPT","200000606015","","Mighty Max Candle Assortment","Mighty Max Candle Assortment","Unknown","Roman Candles","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","599","600","600","Items","600"
"OKCB2UOBBJRUB7NBKFRGDTUE","757201572071","","Migraine","Migraine","Unknown","9-SHOT 500 GRAM RACKS","Regular","Unknown","Unknown","no_match","No sufficiently specific candidate identified in the two Dynamite catalog files.","Unknown","Manufacturer or UPC/model, exact package/variant and corresponding photo/video.","600","601","601","Items","601"
