"square_token","original_name","original_variation","match_status","rockwall_product_id","dynamite_candidates","evidence"
"FXAWO2ORUEY3N7AYTOIPM244","Ladybug","Regular","probable","","products.json[96] Lady Bugs / Brothers / products/lady-bugs.png","Name identifies a candidate only; manufacturer and exact presentation have not been established."
"OBPFIRSKYIEBMVW777KGEAUA","Ladybugs","Regular","probable","","products.json[96] Lady Bugs / Brothers / products/lady-bugs.png","Name identifies a candidate only; manufacturer and exact presentation have not been established."
"TSVQXFSUPJ6YFG3POYTTB6UR","Ladybugs 3pk","Regular","probable","","products.json[96] Lady Bugs / Brothers / products/lady-bugs.png","Name identifies a candidate only; manufacturer and exact presentation have not been established."
"XZN7DKWNDG3J6PTPAD2S5X2W","Land Of Free Artillery Shells 36 Shells/54 Breaks","Regular","probable","","products.json[59] The Land of the Free / Monkey Mania / /products/land-of-the-free.png","Name identifies a candidate only; manufacturer and exact presentation have not been established."
"5PZUSQXRNXS7BQS5NFUUIQSE","Lantern Fountain","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"3EEWE3FYRYUDB6PR7KTM2HCK","Large Tank. 2 Pcs","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"4GI5LHY7Q6XWJEL5UGID7TZC","Laser Show","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"XV7KE6QBZI7WEMU4JOBKEQJ2","Let Freedom Ring 5"" Artillery Shells 24 pack","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"CZJ7INCFGQDXNS7QLTRFONXQ","Lets Celebrate Assortment Pack Monkey Mania","Regular","confirmed","lets-celebrate","products.json[55] Let's Celebrate / Monkey Mania / /products/let's-celebrate.png","Square explicitly names Monkey Mania and assortment pack; source name, brand and photographed assortment agree."
"BMPHOHCUPLEU37EOBN6ERLMH","Liberty Artillery (12 pcs)","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"GP4VTTYIGJ6FXPLM52AVKSEX","Light Bergade","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"PLXKY7XP7HIFWURQKCXESCDY","Light Force","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"VCUKBUQFGBHITI5MGJF2ATJD","Light Sabber","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"PI624V7CGZSW6BMHCLL66ANX","Light Saber","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"TRDQTM43H6XJ7JTOME3ED7FC","Lightning Strike 500 Gram","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"FUFWY64SEL3Y52JVLL2IP6O4","Lightning Strike 500 Gram","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"M7GH3VKDSETMT54262ZWTB7W","Line of Duty","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"63X5ZTQYID5MAA2WEKPI7PEC","Loyal To None 500 Gram","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"VMYN6UPNN3KN2G2KWMHQSAU3","Loyal To None 500 Gram","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"DM4RMWLVBBUGLXYFTBGIJX3N","Lucky Streak","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"B6MEMAN2F7QOS724HQMX2VKA","M- Firecracker","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"QPUT43JR5KAG6XLZUI3INWCD","M-1000 12 Pk","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"X7P67M6U25SNAVKSLJSSR6XU","M-150BlackCat 12 ct.   BOGO $6.00 TOTAL","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"33DEEREZKI62DJXZO7UKLFFK","M-200 Salute","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"BRJJ5AYGIIXJVXDAM3MSGXVS","M-5000 36pc","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"WXWPSN4ND2Z3WGEC2GAJCWE6","M-5000 Salute Cracker 12 pcs BOGO","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"3NQOHAQKGQEEURIQHZHJ4DRU","M-5000 Salute Crackers","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"WAREXJ2FSP76WHLIUSUS2B44","M-60 Firecrackers","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"HGMXNTVC7ZU4LQK4OWFPHQBW","M-85 Tank Black Cat","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"VNSBHW2JFT7YH7Z45FOYZXPC","M1 Abrams","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"MYGOS6NQDT54NB7PCTWKCZ3Z","M150","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"IWCZSPONSC7YZZZ4ASZW7EOB","Machine Gun","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"IS467D3ZI7OHYACMDLLSTIGE","Mad Cat Fountain","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"4TG53MYUHLIM42CZSPF6DYWV","Maelstrom  24 Shell 6""","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"HZAI6FQNRWPH7CBFYH23JPRX","Mafia 200 Gram 16 Shot","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"RSRJ5PRTCUG52YISOMQOF4VO","Magic Bunny_BOGO","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"XIZ5ULSCWUKFNWGTUJN7RBC7","Magic Carpet 200g","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"DNK6Z7PLBHKQRMCA3SSJLZ3T","Magic Crystal","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"DNDROXQ36U2E6P3ESPN3OFYO","Magic Eye 42 Shot","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"G74C3PQXCCIBCMYS72BLUZYP","Magic Light","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"LSG5WQCGT6ZAPEYBEPB25DRC","Magic Sky","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"YM3NLUUHT3EWEGLHTFGS5RBM","Magic Wands","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"ELISRVGSZLOV7VVRCNLZLY5O","Magical Garage 100 shot","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"2LT37G7DBZSXXTSZOJEXGBDM","Magical Shots Barrage 100 Shot","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"BATDQ2BB2DBWSRLIYDMUHFPI","Magnum Tremors","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"QHR2H5KR63JK43L2NX2HHNCI","Major Mojo Family Pack","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"JN7TQYKX5GLXNYUYEFUJVRHO","Make America Great Again 500 Gram","Regular","confirmed","make-america-great-again","products.json[160] Make America Great Again / Winda / /products/make-america-great-again.png","Distinctive name and 500-gram cake category agree between Square and photographed Winda package."
"R3E444VOODWZJ3YN4WLMQE5M","Mammoth Smoke","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"3XD2NWMYF7T7SYWH6ZXIRL6C","Man Cave 500G","Regular","confirmed","man-cave","products.json[161] Man Cave / Winda / /products/man-cave.png","Name and 500-gram cake category agree between Square and photographed Winda package."
"Q55HTE45LQTGDHAPZE5PBSHG","Mardigrais","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"5JPUFA6DW2VVHUQEXK7JAJC3","Mass Confusion 500G 45 Shot","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"URA6MCFC6SIPCMFNC37DWJZ7","Mat Beast (12 pcs)","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"HGIK5WH6JXZ7ZN67PVW5BCLM","Max Caliber 24 Shots","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"7OHLMFFWUS7NBPRKIHKWX3HX","Maximum Altitude","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"MD45INUFCC64T2JKSK5NHQNX","Mechanical Bug 100 Shots","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"HJH4HOGWHQBLBADRC7JH2ALP","Mega Black Smoke","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"Z5MKLBVDY42ZEGMNQM634VML","Mega Gatling gun","Regular","probable","","products.json[91] Gatling Gun / Brothers / products/gatling-gun.png","Name identifies a candidate only; manufacturer and exact presentation have not been established."
"A3F734LVXNN23JWR536FAGGM","Mega Gatling gun","gatling gun","probable","","products.json[91] Gatling Gun / Brothers / products/gatling-gun.png","Name identifies a candidate only; manufacturer and exact presentation have not been established."
"KRKT5JIOTMJLYMEFOTCJ5EIA","Mega Pyro Huge Burst (6 pcs)","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"HQNE5XO5MPLYQSKG3O7U6WCT","Mega Shark","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"JZSYHXE4DQ7QGMED4JK76XXM","Megawatt-295 Shots","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"TCGFJ3MNAOY5DEHCFZ2BL2R5","Mexican Jumping Beans","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"KHIVIS7UANCQIZECYUTTC465","Mickealangelo","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"E3UXSYRN2VAH4HHUW5HI4IHN","Midnight 500 Gram","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"L57MW34TGTU7YAZAPRRLPOM6","Midnight Sun 500 Gram","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"53PBIUYJWPQ6AXGVJZXUFE2J","Midnight Sun 500g","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"NNYHMJELCPBMXZXPPDDZYQXP","Mighty Cracker 100pc BOGO","30","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"FAKGVMBHNQU7F7YPGIINCLPD","Mighty Cracker 100pc BOGO","Mighty Crackers","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"BHYRBZW52FWBQHJ6QZ4MKZPT","Mighty Max Candle Assortment","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"OKCB2UOBBJRUB7NBKFRGDTUE","Migraine","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"WGWVTKV5LLYGNVGTHJWBKKJC","Military Parachute","Regular","probable","","products.json[189] Military Parachute / Winda / /products/military-parachute.png","Name identifies a candidate only; manufacturer and exact presentation have not been established."
"UZ3IJ3UW3ZVS2M3E74R3VNLV","Military Parachute Box 2 Pack","Regular","probable","","products.json[189] Military Parachute / Winda / /products/military-parachute.png","Name identifies a candidate only; manufacturer and exact presentation have not been established."
"7A5IAAVZGOY7OFQE4GL6VVMN","Minecraft 5"" Artillery Shells 6 Pack","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"KHQGTUGPX2ABWY6TBLOAXTS7","Monkey Business","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"5T7VMN3SVTVIGJJRBSPLAP32","Monkey Business 200G","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"GGZBALOR7JK3HCSJSAB5FJOB","Morning Glories 24\6 144 Pieces sparklers","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"AV5JMGED5UC4OG7NH7O7O47E","Morning Glories 24\6 144 Pieces sparklers","Morning Glorys Pack 144","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"JW46UDVVNSF442AA7SCDR5FU","Morning Glories-14""","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"QWEMUCQK2V2YIXKJR2APJNVK","Morning Glory","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"NCTBJPN7RMTQTZDDSFLCPOWS","Morning Glory","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"WAF5VDGW2OT77X5XMU545NI2","Morning Glory 36 Inch sparklers","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"GNN7EVLU5MZWTGQGLPYVSSZ4","Morning Glory 36"".","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"LC6EYG7KJQI7FT56KOSTYUHV","Morning Glory Sparklers 6pk Individual BOGO","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"FJ6A27NZQWFNEC45WRS7B735","Mother Of All Fireworks 4"" Artillery Shells 24 Pack","Regular","confirmed","mother-of-all-fireworks","products.json[5] Mother of all Fireworks / Raccoon / /products/mother-of-all-fireworks.png","Distinctive name, artillery category and 24-pack presentation agree; Raccoon packaging visibly says 24 pack. The 4-inch size is retained from Square."
"XU4GLMW4LWFIZRWQQPIAXQLF","Mother Of The Bombs","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"KAWMWSNND6CWWITR7TTFBLLC","Motion Maker","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"Z3OHILX3F5STN22AG3IR2YH7","Movie Time","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"I23QLAHWWSGHYYDBAMASVDFZ","Nation Ovation 200g","Regular","confirmed","nation-ovation","products.json[163] Nation Ovation / Winda / /products/nation-ovation.png","Distinctive name and 200 gram agree between Square and the Winda package, which visibly says 200 grams."
"ML6UCMKNFT5Q6VWXICGN6TO2","Naughty Dog","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"ILXOA5TDDYIBJD2RMHPXESV6","Naughty Elephant","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"J52CWDQSQYWOKE7XZILPSEI5","Neon Beef 5"" Artillery Shells 24 pack","Regular","existing_rockwall","neon-beef","Unknown","Approved Rockwall package says Neon Beef, 5 inch and 24; Square agrees."
"6XC2CG64XOVFC5ZSL4AL6TQS","Neon Boom 25 Shot","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"NQCEENLY6NB6N2PB42Q6ZDJH","Neon Butterflies 54 Shot","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"65SPR36TT4PVNGW7PZMKA67K","Neon Camo Smoke","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"6SA6Q2XJKOHET5CW5VO67ZPO","Neon Celebration","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"JQ237JASEB65EVAXBN5T6GGF","Neon Fish Fountain","Regular","confirmed","neon-fish","products.json[44] Neon Fish / Monkey Mania / /products/neon-fish.png","Distinctive name and fountain category agree with the fish-shaped Monkey Mania package; no conflicting variant in Square."
"DESWK5DRCHLMT5AZZI2Q6SBM","Neon Night  Artillery (12 pcs)","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"NOAY7B4DBXXTUNGXXQ3RZGPF","Neon Saber Sparklers","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"DL437RUBTEAUEVYUK7LTENDQ","Neon Show 16 Shots","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"H5F3BJT34LCN6P2AY2J62MF4","Neon Skies 4"" Artillery Shells 24 Pack","Regular","confirmed","neon-skies","products.json[16] Neon Skies / Raccoon / /products/neon-skies.png","Distinctive name, artillery category and 24-pack presentation agree; packaging visibly says 24 pack. The 4-inch size is retained from Square."
"GEDP25JGWJWZ7YOPA2DMR4CJ","Neon Sky 140 shot","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"5RLSEP5ZVM5UFUOAKRWVPI5Y","Neon Smoke Balls 6pk","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"XKTAJU5IB6I7JCEIQYBUHACK","Neon Smoke Bombs 24ct","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"Z33FH247DFGYUE7PXWSNXMKE","Neon Smoke Show","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"NR4MTFDPX4TEOWP6T2SV5PK2","Neon Sparklers","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"6BTYAYIO5UUJFVNMMQEP246T","Neon Sparklers BOGO","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"E43XCOUSQYZLA6HC7QALQ2JM","Neon Strobe 200 Gram 18 Shot","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"EX26G3CPJJF5NBZWBQVHHQGL","Neon Web","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"73ZKYLH5IUS5MUMFLKHERCSJ","Neutron Bomb","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"V3CTF3FH4NKIRRFFPC6DY366","Night Display","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"TFDJ6PQBV7IFYAVY6PW7PMNC","Night Owl Fountain","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"ALQZ3KMCXR6USHH37AWXWUWW","Ninja","Regular","probable","","products.json[154] Fire Ninja / Winda / /products/fire-ninja.png","Name identifies a candidate only; manufacturer and exact presentation have not been established."
"KMH7EZXQ4SDAPJKEX4SEHMVI","Nishiki Blast 5"" Artillery 24 pack","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"A5QPAZSLHSGWWLVXOQIFPISG","Nishiki Blast 5"" Artillery Shells 6 pack","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"KBJO6YQUU24A5H53ZWYHQ3OC","No. 10 Gold Sparklers","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"I6GOOFO7IUOJT67L56YYC2OJ","No.10 Sparklers 8-count","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"VXW4HZNONEA5E3KZRHE6DZN5","Nuclear Snaps","Regular","probable","","products.json[28] Nuclear Snaps / Raccoon / /products/nuclear-snaps.png","Name identifies a candidate only; manufacturer and exact presentation have not been established."
"3FO4ASOGRI5DLQUUHQ2L4Y6U","O B M 500 Gram","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"PIXOQTBXHYSS7P6ZG56QBEEV","Occupy Mars 500 Gram","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"CSGE5JOMIS4S2UHMKANBYVT6","Og Kush","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"YBPRO23AEBHWZWXJLOCBAP45","Ol'red ","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"TJCEVYQKEURJTZKRXDKTT7TF","Old Ironsides 500 Gram","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"D2NK6VMC6V5Q6F7UV5RP7HCA","One Bad Mother-In-Law 500 Gram","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"LHO5N45NNG2Q6KRID3SIMDMD","One Really Bad Mother 500 Gram","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"4QSJROFXXZ4LS3FKPOCQLOWI","Open Fire 500 Gram","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"PVMLANIMRLON66EC35HE5GH7","Oppullently Yours","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"7RIYCJGG6FJG6T7TPECJK5LN","Outer Space Craft-BOGO","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"RJI3L3ZOH6A34DOCTHDC2W66","Outlaw Justice","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"35NAPEUSRBXWA6VJOXXS2P2K","Pakin` Purple Fountain","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"URCSCIXNNU3JXYOPRXZQDCWP","Pandamonium","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"FMKDA4YHWK5ZV4ZEBDEWCVTB","Parachutes Fireworks 6pk","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"OYYJWZFHABFVJ2I5GEN3BXNW","Party Animal Black Cat Assortment","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"GTJEOQD2CEPZLB6IG34L5DJL","Party Like Its 1776 500 Gram","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"SPHGB45PXXV5JJAYNVSAHQZH","Party Pack","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"LVDV62MTB2UNJZMKZAAKZHU4","Party Pack 5 Black Cat","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"EYHLYQPZXEA34ZHLVD4GS3EJ","Party Pack 5 S And S","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"Y4WMTYEVPETUZALRIL7GZSZ7","Party Pack 6 Black Cat","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"RUDFKSIOWOO6EYLP2XIK2POM","Party Popper BOGO","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"YDXTBSQMDNA3CAACFFFV3M7G","Party Popper BOGO","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"H4FJAI7L7W5675F4RDZW2DOK","Party Poppers","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"QJYHB53HMHM3LHA3AMQILUY6","Party Up Fountain","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"UJYS4PYVOEXLVSHB47PDTLWB","Pastel Sunset","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"XONH3T5IEWPTHSVDTIXWTFLQ","Patriot Missile Battery","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"GFECBXQR5N3CNQFF6ZSOS2AR","Patriot Smoke","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"6Q5EU5MTXGXJTDIOWHLDA6L2","Patriotic Fury","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"SYIQ3ASIUOUO65QYDGYYD6IP","Patriotic Waves","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"BW7FHJQTNO2EPTALDRURHPRD","Peace Elite","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"2EB6YQMF2JETUJYHQTRIZGR3","Peace Out","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"LV65VKZH67LIUO4NCR3MY7E3","Peacock Spider 5"" Artillery Shells 24 pack","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"BRYUXAWM2U773NSWLZI6RQJJ","Peacock fountain 2 Mins","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"BSTVNCI44CC3KJXN4HLCGHUS","Penguin Mama Bogo","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"7OAN37IRHHUF7PBB7LBMEFEN","Perfect Hobby Fuse","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"Y5OI5SINQV5R5HTH6T7JKPD3","Pink Smoke 2pk","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"VW6UK3R5PQCWGV2HP7PVG47Y","Piranha 500 Gram","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"7NIKJPUYYNEFFUPR4OAZ5TLP","Pirate Captain","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"DBKP4RU3O2KESZZFVHZI7XGX","Pixie Stick Sparklers Bogo","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"QOBJJNSP3DTE3UDKCCERX3MP","Pixie Sticks","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"RG25535S4I3QWL6XUOT4SJVP","Pizza Platter","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"F3QXAKJHZFDKFEHW4F5LYHG6","Planet Candle","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"LEGXEN3H3USZHEQPWD6DHKW7","Poop","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"DJDD3CC7XZW5XMFZ5UOFKY3S","Pooping Dog","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"UGWD5ORMIP3Z4SNOJNKZLSXD","Pooping Puppy","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"ACVJ27NW6K665M5ZLJJWS6NQ","Pop Pop Snap","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"RHF7AEHBY7OWIBXKCAQ7JFHO","Pop Pop Snappers","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"WOTDSCN5QXJWIDB22ZTJ7B4Y","Popcorn Snow Balls","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"DIDEY25CLY47LXE7YSOJA5XD","Premium Artillery 6pc","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"O4HEZOXYRTRJS3YERP4VZHZR","Premium Cannon Fuse","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"FN4OGLCMYXTN2JZTRZ5NCKO4","Pretty In Pink 60sec Smoke","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"2ZRSOBQ75H3FUORH4EEQSKEV","Pretty In Pink 60sec Smoke","boy o'boy blue 60 sec smoke","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"BNUXKTUCJZD4IZ3NBI22JUGD","Pride And Honor","Regular","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
