"square_token","square_sku","gtin","original_name","normalized_name","normalization_note","brand","square_category","catalog_category","original_variation","presentation","specifications_in_original_name","reference_handle","csv_file","csv_row","csv_line_start","csv_line_end","xlsx_file","xlsx_sheet","xlsx_row","same_name_rows","duplicate_sku_rows","match_status","rockwall_product_id","dynamite_candidates","evidence"
"I23QLAHWWSGHYYDBAMASVDFZ","705108518401","","Nation Ovation 200g","Nation Ovation","Reviewed commercial name; specifications retained separately","Winda","Unknown","Cakes","Regular","200 gram","200g","#nation-ovation-200g-regular","/Volumes/FACUNDO/Rockwall fireworks/MLTX6DPJDFYX7_catalog-2026-08-16-1724.csv","618","621","621","/Volumes/FACUNDO/Rockwall fireworks/rockwall fireworks items.xlsx","Items","619","1","1","confirmed","nation-ovation","products.json[163] Nation Ovation / Winda / /products/nation-ovation.png","Distinctive name and 200 gram agree between Square and the Winda package, which visibly says 200 grams."
"ML6UCMKNFT5Q6VWXICGN6TO2","821600016129","","Naughty Dog","Naughty Dog","Whitespace cleaned; uncertain abbreviations retained","Unknown","Unknown","Unknown","Regular","Unknown","Unknown","#naughty-dog-regular","/Volumes/FACUNDO/Rockwall fireworks/MLTX6DPJDFYX7_catalog-2026-08-16-1724.csv","619","622","622","/Volumes/FACUNDO/Rockwall fireworks/rockwall fireworks items.xlsx","Items","620","1","1","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"ILXOA5TDDYIBJD2RMHPXESV6","811451013439","","Naughty Elephant","Naughty Elephant","Whitespace cleaned; uncertain abbreviations retained","Unknown","Unknown","Unknown","Regular","Unknown","Unknown","#naughty-elephant-regular","/Volumes/FACUNDO/Rockwall fireworks/MLTX6DPJDFYX7_catalog-2026-08-16-1724.csv","620","623","623","/Volumes/FACUNDO/Rockwall fireworks/rockwall fireworks items.xlsx","Items","621","1","1","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"J52CWDQSQYWOKE7XZILPSEI5","705108804306","","Neon Beef 5"" Artillery Shells 24 pack","Neon Beef 5"" Artillery Shells 24 pack","Whitespace cleaned; uncertain abbreviations retained","Unknown","24 Pack Canister Artillery Shells 5 INCH","Unknown","Regular","5-inch shells · 24 pack","5"" | 24 pack","#neon-beef-5-artillery-shells-24-pack-regular","/Volumes/FACUNDO/Rockwall fireworks/MLTX6DPJDFYX7_catalog-2026-08-16-1724.csv","621","624","624","/Volumes/FACUNDO/Rockwall fireworks/rockwall fireworks items.xlsx","Items","622","1","1","existing_rockwall","neon-beef","Unknown","Approved Rockwall package says Neon Beef, 5 inch and 24; Square agrees."
"6XC2CG64XOVFC5ZSL4AL6TQS","757201530408","","Neon Boom 25 Shot","Neon Boom 25 Shot","Whitespace cleaned; uncertain abbreviations retained","Unknown","Unknown","Unknown","Regular","Unknown","25 Shot","#neon-boom-25-shot-regular","/Volumes/FACUNDO/Rockwall fireworks/MLTX6DPJDFYX7_catalog-2026-08-16-1724.csv","622","625","625","/Volumes/FACUNDO/Rockwall fireworks/rockwall fireworks items.xlsx","Items","623","1","1","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"NQCEENLY6NB6N2PB42Q6ZDJH","757201520027","","Neon Butterflies 54 Shot","Neon Butterflies 54 Shot","Whitespace cleaned; uncertain abbreviations retained","Unknown","Unknown","Unknown","Regular","Unknown","54 Shot","#neon-butterflies-54-shot-regular","/Volumes/FACUNDO/Rockwall fireworks/MLTX6DPJDFYX7_catalog-2026-08-16-1724.csv","623","626","626","/Volumes/FACUNDO/Rockwall fireworks/rockwall fireworks items.xlsx","Items","624","1","1","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"65SPR36TT4PVNGW7PZMKA67K","715244007257","","Neon Camo Smoke","Neon Camo Smoke","Whitespace cleaned; uncertain abbreviations retained","Unknown","Unknown","Unknown","Regular","Unknown","Unknown","#neon-camo-smoke-regular","/Volumes/FACUNDO/Rockwall fireworks/MLTX6DPJDFYX7_catalog-2026-08-16-1724.csv","624","627","627","/Volumes/FACUNDO/Rockwall fireworks/rockwall fireworks items.xlsx","Items","625","1","1","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"6SA6Q2XJKOHET5CW5VO67ZPO","757201520034","","Neon Celebration","Neon Celebration","Whitespace cleaned; uncertain abbreviations retained","Unknown","Unknown","Unknown","Regular","Unknown","Unknown","#neon-celebration-regular","/Volumes/FACUNDO/Rockwall fireworks/MLTX6DPJDFYX7_catalog-2026-08-16-1724.csv","625","628","628","/Volumes/FACUNDO/Rockwall fireworks/rockwall fireworks items.xlsx","Items","626","1","1","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"JQ237JASEB65EVAXBN5T6GGF","757202118063","","Neon Fish Fountain","Neon Fish","Reviewed commercial name; specifications retained separately","Monkey Mania","Fountains","Fountains","Regular","Fountain","Unknown","#neon-fish-fountain-regular","/Volumes/FACUNDO/Rockwall fireworks/MLTX6DPJDFYX7_catalog-2026-08-16-1724.csv","626","629","629","/Volumes/FACUNDO/Rockwall fireworks/rockwall fireworks items.xlsx","Items","627","1","1","confirmed","neon-fish","products.json[44] Neon Fish / Monkey Mania / /products/neon-fish.png","Distinctive name and fountain category agree with the fish-shaped Monkey Mania package; no conflicting variant in Square."
"DESWK5DRCHLMT5AZZI2Q6SBM","207401322193","","Neon Night  Artillery (12 pcs)","Neon Night Artillery (12 pcs)","Whitespace cleaned; uncertain abbreviations retained","Unknown","Artillery/Festival Balls","Unknown","Regular","Unknown","12 pcs","#neon-night-artillery-12-pcs--regular","/Volumes/FACUNDO/Rockwall fireworks/MLTX6DPJDFYX7_catalog-2026-08-16-1724.csv","627","630","630","/Volumes/FACUNDO/Rockwall fireworks/rockwall fireworks items.xlsx","Items","628","1","1","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"NOAY7B4DBXXTUNGXXQ3RZGPF","","000000339209","Neon Saber Sparklers","Neon Saber Sparklers","Whitespace cleaned; uncertain abbreviations retained","Unknown","Unknown","Unknown","Regular","Unknown","Unknown","#neon-saber-sparklers-regular","/Volumes/FACUNDO/Rockwall fireworks/MLTX6DPJDFYX7_catalog-2026-08-16-1724.csv","628","631","631","/Volumes/FACUNDO/Rockwall fireworks/rockwall fireworks items.xlsx","Items","629","1","0","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"DL437RUBTEAUEVYUK7LTENDQ","887946004305","","Neon Show 16 Shots","Neon Show 16 Shots","Whitespace cleaned; uncertain abbreviations retained","Unknown","Unknown","Unknown","Regular","Unknown","16 Shots","#neon-show-16-shots-regular","/Volumes/FACUNDO/Rockwall fireworks/MLTX6DPJDFYX7_catalog-2026-08-16-1724.csv","629","632","632","/Volumes/FACUNDO/Rockwall fireworks/rockwall fireworks items.xlsx","Items","630","1","1","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"H5F3BJT34LCN6P2AY2J62MF4","757201124010","","Neon Skies 4"" Artillery Shells 24 Pack","Neon Skies","Reviewed commercial name; specifications retained separately","Raccoon","24 Pack Artillery Shells 4""","Artillery Shells","Regular","4-inch shells · 24 pack","4"" | 24 Pack","#neon-skies-4-artillery-shells-24-pack-regular","/Volumes/FACUNDO/Rockwall fireworks/MLTX6DPJDFYX7_catalog-2026-08-16-1724.csv","630","633","633","/Volumes/FACUNDO/Rockwall fireworks/rockwall fireworks items.xlsx","Items","631","1","1","confirmed","neon-skies","products.json[16] Neon Skies / Raccoon / /products/neon-skies.png","Distinctive name, artillery category and 24-pack presentation agree; packaging visibly says 24 pack. The 4-inch size is retained from Square."
"GEDP25JGWJWZ7YOPA2DMR4CJ","6950165419367","","Neon Sky 140 shot","Neon Sky 140 shot","Whitespace cleaned; uncertain abbreviations retained","Unknown","Roman Candles","Unknown","Regular","Unknown","140 shot","#neon-sky-140-shot-regular","/Volumes/FACUNDO/Rockwall fireworks/MLTX6DPJDFYX7_catalog-2026-08-16-1724.csv","631","634","634","/Volumes/FACUNDO/Rockwall fireworks/rockwall fireworks items.xlsx","Items","632","1","1","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"5RLSEP5ZVM5UFUOAKRWVPI5Y","680149045096","","Neon Smoke Balls 6pk","Neon Smoke Balls 6pk","Whitespace cleaned; uncertain abbreviations retained","Unknown","Unknown","Unknown","Regular","Unknown","Unknown","#neon-smoke-balls-6pk-regular","/Volumes/FACUNDO/Rockwall fireworks/MLTX6DPJDFYX7_catalog-2026-08-16-1724.csv","632","635","635","/Volumes/FACUNDO/Rockwall fireworks/rockwall fireworks items.xlsx","Items","633","1","1","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"XKTAJU5IB6I7JCEIQYBUHACK","681402052899","","Neon Smoke Bombs 24ct","Neon Smoke Bombs 24ct","Whitespace cleaned; uncertain abbreviations retained","Unknown","Unknown","Unknown","Regular","Unknown","24ct","#neon-smoke-bombs-24ct-regular","/Volumes/FACUNDO/Rockwall fireworks/MLTX6DPJDFYX7_catalog-2026-08-16-1724.csv","633","636","636","/Volumes/FACUNDO/Rockwall fireworks/rockwall fireworks items.xlsx","Items","634","1","1","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"Z33FH247DFGYUE7PXWSNXMKE","840142205242","","Neon Smoke Show","Neon Smoke Show","Whitespace cleaned; uncertain abbreviations retained","Unknown","Unknown","Unknown","Regular","Unknown","Unknown","#neon-smoke-show-regular","/Volumes/FACUNDO/Rockwall fireworks/MLTX6DPJDFYX7_catalog-2026-08-16-1724.csv","634","637","637","/Volumes/FACUNDO/Rockwall fireworks/rockwall fireworks items.xlsx","Items","635","1","1","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"NR4MTFDPX4TEOWP6T2SV5PK2","","841527170049","Neon Sparklers","Neon Sparklers","Whitespace cleaned; uncertain abbreviations retained","Unknown","Unknown","Unknown","Regular","Unknown","Unknown","#neon-sparklers-regular","/Volumes/FACUNDO/Rockwall fireworks/MLTX6DPJDFYX7_catalog-2026-08-16-1724.csv","635","638","638","/Volumes/FACUNDO/Rockwall fireworks/rockwall fireworks items.xlsx","Items","636","1","0","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"6BTYAYIO5UUJFVNMMQEP246T","","705108900404","Neon Sparklers BOGO","Neon Sparklers","Whitespace cleaned; historical BOGO marker removed from display name only","Unknown","Unknown","Unknown","Regular","Unknown","Unknown","#neon-sparklers-bogo-regular","/Volumes/FACUNDO/Rockwall fireworks/MLTX6DPJDFYX7_catalog-2026-08-16-1724.csv","636","639","639","/Volumes/FACUNDO/Rockwall fireworks/rockwall fireworks items.xlsx","Items","637","1","0","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"E43XCOUSQYZLA6HC7QALQ2JM","695071402527","","Neon Strobe 200 Gram 18 Shot","Neon Strobe 200 Gram 18 Shot","Whitespace cleaned; uncertain abbreviations retained","Unknown","Unknown","Unknown","Regular","Unknown","200 Gram | 18 Shot","#neon-strobe-200-gram-18-shot-regular","/Volumes/FACUNDO/Rockwall fireworks/MLTX6DPJDFYX7_catalog-2026-08-16-1724.csv","637","640","640","/Volumes/FACUNDO/Rockwall fireworks/rockwall fireworks items.xlsx","Items","638","1","1","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"EX26G3CPJJF5NBZWBQVHHQGL","757201545112","","Neon Web","Neon Web","Whitespace cleaned; uncertain abbreviations retained","Unknown","Unknown","Unknown","Regular","Unknown","Unknown","#neon-web-regular","/Volumes/FACUNDO/Rockwall fireworks/MLTX6DPJDFYX7_catalog-2026-08-16-1724.csv","638","641","641","/Volumes/FACUNDO/Rockwall fireworks/rockwall fireworks items.xlsx","Items","639","1","1","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"73ZKYLH5IUS5MUMFLKHERCSJ","687985901333","","Neutron Bomb","Neutron Bomb","Whitespace cleaned; uncertain abbreviations retained","Unknown","Unknown","Unknown","Regular","Unknown","Unknown","#neutron-bomb-regular","/Volumes/FACUNDO/Rockwall fireworks/MLTX6DPJDFYX7_catalog-2026-08-16-1724.csv","639","642","642","/Volumes/FACUNDO/Rockwall fireworks/rockwall fireworks items.xlsx","Items","640","1","1","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"V3CTF3FH4NKIRRFFPC6DY366","715244000029","","Night Display","Night Display","Whitespace cleaned; uncertain abbreviations retained","Unknown","Unknown","Unknown","Regular","Unknown","Unknown","#night-display-regular","/Volumes/FACUNDO/Rockwall fireworks/MLTX6DPJDFYX7_catalog-2026-08-16-1724.csv","640","643","643","/Volumes/FACUNDO/Rockwall fireworks/rockwall fireworks items.xlsx","Items","641","1","1","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"TFDJ6PQBV7IFYAVY6PW7PMNC","8145270114414","","Night Owl Fountain","Night Owl Fountain","Whitespace cleaned; uncertain abbreviations retained","Unknown","Fountains","Unknown","Regular","Unknown","Unknown","#night-owl-fountain-regular","/Volumes/FACUNDO/Rockwall fireworks/MLTX6DPJDFYX7_catalog-2026-08-16-1724.csv","641","644","644","/Volumes/FACUNDO/Rockwall fireworks/rockwall fireworks items.xlsx","Items","642","1","1","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"ALQZ3KMCXR6USHH37AWXWUWW","814527200528","","Ninja","Ninja","Whitespace cleaned; uncertain abbreviations retained","Unknown","Unknown","Unknown","Regular","Unknown","Unknown","#ninja-regular","/Volumes/FACUNDO/Rockwall fireworks/MLTX6DPJDFYX7_catalog-2026-08-16-1724.csv","642","645","645","/Volumes/FACUNDO/Rockwall fireworks/rockwall fireworks items.xlsx","Items","643","1","1","probable","","products.json[154] Fire Ninja / Winda / /products/fire-ninja.png","Name identifies a candidate only; manufacturer and exact presentation have not been established."
"KMH7EZXQ4SDAPJKEX4SEHMVI","757201324045","","Nishiki Blast 5"" Artillery 24 pack","Nishiki Blast 5"" Artillery 24 pack","Whitespace cleaned; uncertain abbreviations retained","Unknown","24 Pack Canister Artillery Shells 5 INCH","Unknown","Regular","Unknown","5"" | 24 pack","#nishiki-blast-5-artillery-24-pack-regular","/Volumes/FACUNDO/Rockwall fireworks/MLTX6DPJDFYX7_catalog-2026-08-16-1724.csv","643","646","646","/Volumes/FACUNDO/Rockwall fireworks/rockwall fireworks items.xlsx","Items","644","1","1","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"A5QPAZSLHSGWWLVXOQIFPISG","757201306034","","Nishiki Blast 5"" Artillery Shells 6 pack","Nishiki Blast 5"" Artillery Shells 6 pack","Whitespace cleaned; uncertain abbreviations retained","Unknown","6 Pack Artillery Shells 5""\, 6""","Unknown","Regular","Unknown","5"" | 6 pack","#nishiki-blast-5-artillery-shells-6-pack-regular","/Volumes/FACUNDO/Rockwall fireworks/MLTX6DPJDFYX7_catalog-2026-08-16-1724.csv","644","647","647","/Volumes/FACUNDO/Rockwall fireworks/rockwall fireworks items.xlsx","Items","645","1","1","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"KBJO6YQUU24A5H53ZWYHQ3OC","6950165424101","","No. 10 Gold Sparklers","No. 10 Gold Sparklers","Whitespace cleaned; uncertain abbreviations retained","Unknown","Unknown","Unknown","Regular","Unknown","Unknown","#no-10-gold-sparklers-regular","/Volumes/FACUNDO/Rockwall fireworks/MLTX6DPJDFYX7_catalog-2026-08-16-1724.csv","645","648","648","/Volumes/FACUNDO/Rockwall fireworks/rockwall fireworks items.xlsx","Items","646","1","2","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"I6GOOFO7IUOJT67L56YYC2OJ","8145270181010","","No.10 Sparklers 8-count","No.10 Sparklers 8-count","Whitespace cleaned; uncertain abbreviations retained","Unknown","Unknown","Unknown","Regular","Unknown","Unknown","#no-10-sparklers-8-count-regular","/Volumes/FACUNDO/Rockwall fireworks/MLTX6DPJDFYX7_catalog-2026-08-16-1724.csv","646","649","649","/Volumes/FACUNDO/Rockwall fireworks/rockwall fireworks items.xlsx","Items","647","1","1","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"VXW4HZNONEA5E3KZRHE6DZN5","857201001080","","Nuclear Snaps","Nuclear Snaps","Whitespace cleaned; uncertain abbreviations retained","Unknown","Unknown","Unknown","Regular","Unknown","Unknown","#nuclear-snaps-regular","/Volumes/FACUNDO/Rockwall fireworks/MLTX6DPJDFYX7_catalog-2026-08-16-1724.csv","647","650","650","/Volumes/FACUNDO/Rockwall fireworks/rockwall fireworks items.xlsx","Items","648","1","1","probable","","products.json[28] Nuclear Snaps / Raccoon / /products/nuclear-snaps.png","Name identifies a candidate only; manufacturer and exact presentation have not been established."
"3FO4ASOGRI5DLQUUHQ2L4Y6U","6950165403632","","O B M 500 Gram","O B M 500 Gram","Whitespace cleaned; uncertain abbreviations retained","Unknown","Unknown","Unknown","Regular","Unknown","500 Gram","#o-b-m-500-gram-regular","/Volumes/FACUNDO/Rockwall fireworks/MLTX6DPJDFYX7_catalog-2026-08-16-1724.csv","648","651","651","/Volumes/FACUNDO/Rockwall fireworks/rockwall fireworks items.xlsx","Items","649","1","1","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"PIXOQTBXHYSS7P6ZG56QBEEV","705108603701","","Occupy Mars 500 Gram","Occupy Mars 500 Gram","Whitespace cleaned; uncertain abbreviations retained","Unknown","500 GRAM FINALE","Unknown","Regular","Unknown","500 Gram","#occupy-mars-500-gram-regular","/Volumes/FACUNDO/Rockwall fireworks/MLTX6DPJDFYX7_catalog-2026-08-16-1724.csv","649","652","652","/Volumes/FACUNDO/Rockwall fireworks/rockwall fireworks items.xlsx","Items","650","1","1","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"CSGE5JOMIS4S2UHMKANBYVT6","651137424360","","Og Kush","Og Kush","Whitespace cleaned; uncertain abbreviations retained","Unknown","Unknown","Unknown","Regular","Unknown","Unknown","#og-kush-regular","/Volumes/FACUNDO/Rockwall fireworks/MLTX6DPJDFYX7_catalog-2026-08-16-1724.csv","650","653","653","/Volumes/FACUNDO/Rockwall fireworks/rockwall fireworks items.xlsx","Items","651","1","1","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"YBPRO23AEBHWZWXJLOCBAP45","514677003108","","Ol'red ","Ol'red","Whitespace cleaned; uncertain abbreviations retained","Unknown","Unknown","Unknown","Regular","Unknown","Unknown","#ol-red--regular","/Volumes/FACUNDO/Rockwall fireworks/MLTX6DPJDFYX7_catalog-2026-08-16-1724.csv","651","654","654","/Volumes/FACUNDO/Rockwall fireworks/rockwall fireworks items.xlsx","Items","652","1","1","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"TJCEVYQKEURJTZKRXDKTT7TF","687985245215","","Old Ironsides 500 Gram","Old Ironsides 500 Gram","Whitespace cleaned; uncertain abbreviations retained","Unknown","500 GRAM FINALE","Unknown","Regular","Unknown","500 Gram","#old-ironsides-500-gram-regular","/Volumes/FACUNDO/Rockwall fireworks/MLTX6DPJDFYX7_catalog-2026-08-16-1724.csv","652","655","655","/Volumes/FACUNDO/Rockwall fireworks/rockwall fireworks items.xlsx","Items","653","1","1","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"D2NK6VMC6V5Q6F7UV5RP7HCA","8052531503712","","One Bad Mother-In-Law 500 Gram","One Bad Mother-In-Law 500 Gram","Whitespace cleaned; uncertain abbreviations retained","Unknown","500 GRAM FINALE","Unknown","Regular","Unknown","500 Gram","#one-bad-mother-in-law-500-gram-regular","/Volumes/FACUNDO/Rockwall fireworks/MLTX6DPJDFYX7_catalog-2026-08-16-1724.csv","653","656","656","/Volumes/FACUNDO/Rockwall fireworks/rockwall fireworks items.xlsx","Items","654","1","1","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"LHO5N45NNG2Q6KRID3SIMDMD","8052531318514","","One Really Bad Mother 500 Gram","One Really Bad Mother 500 Gram","Whitespace cleaned; uncertain abbreviations retained","Unknown","500 GRAM FINALE","Unknown","Regular","Unknown","500 Gram","#one-really-bad-mother-500-gram-regular","/Volumes/FACUNDO/Rockwall fireworks/MLTX6DPJDFYX7_catalog-2026-08-16-1724.csv","654","657","657","/Volumes/FACUNDO/Rockwall fireworks/rockwall fireworks items.xlsx","Items","655","1","1","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"4QSJROFXXZ4LS3FKPOCQLOWI","687985208616","","Open Fire 500 Gram","Open Fire 500 Gram","Whitespace cleaned; uncertain abbreviations retained","Unknown","500 GRAM FINALE","Unknown","Regular","Unknown","500 Gram","#open-fire-500-gram-regular","/Volumes/FACUNDO/Rockwall fireworks/MLTX6DPJDFYX7_catalog-2026-08-16-1724.csv","655","658","658","/Volumes/FACUNDO/Rockwall fireworks/rockwall fireworks items.xlsx","Items","656","1","1","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"PVMLANIMRLON66EC35HE5GH7","687985433117","","Oppullently Yours","Oppullently Yours","Whitespace cleaned; uncertain abbreviations retained","Unknown","Unknown","Unknown","Regular","Unknown","Unknown","#oppullently-yours-regular","/Volumes/FACUNDO/Rockwall fireworks/MLTX6DPJDFYX7_catalog-2026-08-16-1724.csv","656","659","659","/Volumes/FACUNDO/Rockwall fireworks/rockwall fireworks items.xlsx","Items","657","1","1","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"7RIYCJGG6FJG6T7TPECJK5LN","043100700098","","Outer Space Craft-BOGO","Outer Space Craft","Whitespace cleaned; historical BOGO marker removed from display name only","Unknown","Unknown","Unknown","Regular","Unknown","Unknown","#outer-space-craft-bogo-regular","/Volumes/FACUNDO/Rockwall fireworks/MLTX6DPJDFYX7_catalog-2026-08-16-1724.csv","657","660","660","/Volumes/FACUNDO/Rockwall fireworks/rockwall fireworks items.xlsx","Items","658","1","1","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"RJI3L3ZOH6A34DOCTHDC2W66","514677060194","","Outlaw Justice","Outlaw Justice","Whitespace cleaned; uncertain abbreviations retained","Unknown","Unknown","Unknown","Regular","Unknown","Unknown","#outlaw-justice-regular","/Volumes/FACUNDO/Rockwall fireworks/MLTX6DPJDFYX7_catalog-2026-08-16-1724.csv","658","661","661","/Volumes/FACUNDO/Rockwall fireworks/rockwall fireworks items.xlsx","Items","659","1","1","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"35NAPEUSRBXWA6VJOXXS2P2K","715244021994","","Pakin` Purple Fountain","Pakin` Purple Fountain","Whitespace cleaned; uncertain abbreviations retained","Unknown","Fountains","Unknown","Regular","Unknown","Unknown","#pakin-purple-fountain-regular","/Volumes/FACUNDO/Rockwall fireworks/MLTX6DPJDFYX7_catalog-2026-08-16-1724.csv","659","662","662","/Volumes/FACUNDO/Rockwall fireworks/rockwall fireworks items.xlsx","Items","660","1","1","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"URCSCIXNNU3JXYOPRXZQDCWP","705108548408","","Pandamonium","Pandamonium","Whitespace cleaned; uncertain abbreviations retained","Unknown","500 GRAM FINALE > 500 GRAM FINALE ZIPPER CAKES","Unknown","Regular","Unknown","Unknown","#pandamonium-regular","/Volumes/FACUNDO/Rockwall fireworks/MLTX6DPJDFYX7_catalog-2026-08-16-1724.csv","660","663","663","/Volumes/FACUNDO/Rockwall fireworks/rockwall fireworks items.xlsx","Items","661","1","1","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"FMKDA4YHWK5ZV4ZEBDEWCVTB","8052530170625","","Parachutes Fireworks 6pk","Parachutes Fireworks 6pk","Whitespace cleaned; uncertain abbreviations retained","Unknown","Unknown","Unknown","Regular","Unknown","Unknown","#parachutes-fireworks-6pk-regular","/Volumes/FACUNDO/Rockwall fireworks/MLTX6DPJDFYX7_catalog-2026-08-16-1724.csv","661","664","664","/Volumes/FACUNDO/Rockwall fireworks/rockwall fireworks items.xlsx","Items","662","1","1","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"OYYJWZFHABFVJ2I5GEN3BXNW","","715244001200","Party Animal Black Cat Assortment","Party Animal Black Cat Assortment","Whitespace cleaned; uncertain abbreviations retained","Black Cat","Family Pack Assortments","Unknown","Regular","Unknown","Unknown","#party-animal-black-cat-assortment-regular","/Volumes/FACUNDO/Rockwall fireworks/MLTX6DPJDFYX7_catalog-2026-08-16-1724.csv","662","665","665","/Volumes/FACUNDO/Rockwall fireworks/rockwall fireworks items.xlsx","Items","663","1","0","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"GTJEOQD2CEPZLB6IG34L5DJL","705108555406","","Party Like Its 1776 500 Gram","Party Like Its 1776 500 Gram","Whitespace cleaned; uncertain abbreviations retained","Unknown","500 GRAM FINALE > 500 GRAM FINALE ZIPPER CAKES","Unknown","Regular","Unknown","500 Gram","#party-like-its-1776-500-gram-regular","/Volumes/FACUNDO/Rockwall fireworks/MLTX6DPJDFYX7_catalog-2026-08-16-1724.csv","663","666","666","/Volumes/FACUNDO/Rockwall fireworks/rockwall fireworks items.xlsx","Items","664","1","1","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"SPHGB45PXXV5JJAYNVSAHQZH","161273215246","","Party Pack","Party Pack","Whitespace cleaned; uncertain abbreviations retained","Unknown","Unknown","Unknown","Regular","Unknown","Unknown","#party-pack-regular","/Volumes/FACUNDO/Rockwall fireworks/MLTX6DPJDFYX7_catalog-2026-08-16-1724.csv","664","667","667","/Volumes/FACUNDO/Rockwall fireworks/rockwall fireworks items.xlsx","Items","665","1","1","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"LVDV62MTB2UNJZMKZAAKZHU4","","715244000654","Party Pack 5 Black Cat","Party Pack 5 Black Cat","Whitespace cleaned; uncertain abbreviations retained","Black Cat","Family Pack Assortments","Unknown","Regular","Unknown","Unknown","#party-pack-5-black-cat-regular","/Volumes/FACUNDO/Rockwall fireworks/MLTX6DPJDFYX7_catalog-2026-08-16-1724.csv","665","668","668","/Volumes/FACUNDO/Rockwall fireworks/rockwall fireworks items.xlsx","Items","666","1","0","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"EYHLYQPZXEA34ZHLVD4GS3EJ","715244100651","","Party Pack 5 S And S","Party Pack 5 S And S","Whitespace cleaned; uncertain abbreviations retained","Unknown","Unknown","Unknown","Regular","Unknown","Unknown","#party-pack-5-s-and-s-regular","/Volumes/FACUNDO/Rockwall fireworks/MLTX6DPJDFYX7_catalog-2026-08-16-1724.csv","666","669","669","/Volumes/FACUNDO/Rockwall fireworks/rockwall fireworks items.xlsx","Items","667","1","1","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
"Y4WMTYEVPETUZALRIL7GZSZ7","","715244000456","Party Pack 6 Black Cat","Party Pack 6 Black Cat","Whitespace cleaned; uncertain abbreviations retained","Black Cat","Family Pack Assortments","Unknown","Regular","Unknown","Unknown","#party-pack-6-black-cat-regular","/Volumes/FACUNDO/Rockwall fireworks/MLTX6DPJDFYX7_catalog-2026-08-16-1724.csv","667","670","670","/Volumes/FACUNDO/Rockwall fireworks/rockwall fireworks items.xlsx","Items","668","1","0","no_match","","Unknown","No sufficiently specific candidate identified in the two Dynamite catalog files."
